Iteration	start_1	end_1	start_2	end_2	start_3	end_3	start_4	end_4	start_5	end_5	start_6	end_6	start_7	end_7	start_8	end_8	start_9	end_9	start_10	end_10	start_11	end_11	start_12	end_12	start_13	end_13	start_14	end_14	start_15	end_15	start_16	end_16	start_17	end_17	start_18	end_18	start_19	end_19	start_20	end_20	start_21	end_21	start_22	end_22	start_23	end_23	start_24	end_24	start_25	end_25	start_26	end_26	start_27	end_27	start_28	end_28	start_29	end_29	start_30	end_30	start_31	end_31	start_32	end_32	start_33	end_33	start_34	end_34	start_35	end_35
4540	5	5	5	14	14	27	5	14	5	5	13	6	1	3	1	9	1	1	12	1	5	28	9	26	5	14	5	5	5	5	5	5	11	11	5	5	5	25	5	5	5	5	5	5	5	23	5	5	12	12	1	12	1	1	1	1	1	1	11	20	5	5	5	14	5	5	3	5	11	11
4550	12	5	5	14	13	27	5	14	5	5	4	6	3	3	4	9	1	1	1	1	20	28	18	26	3	14	5	5	5	5	5	5	4	11	5	5	5	15	5	5	5	5	5	5	1	18	5	12	20	20	20	20	20	20	20	28	27	27	1	31	5	5	10	13	4	12	13	10	20	20
4560	5	5	5	14	27	27	14	14	5	5	2	6	3	3	1	9	1	1	1	1	12	28	3	26	14	14	5	5	5	5	5	5	11	11	5	5	14	25	5	5	5	14	5	5	5	14	5	5	12	12	1	12	1	1	1	1	7	7	3	16	3	14	30	27	5	5	3	30	3	3
4570	5	5	14	14	5	27	21	14	5	5	2	6	15	3	9	9	1	1	1	1	1	28	3	26	14	14	5	5	5	5	5	5	11	11	5	5	5	25	5	5	5	5	5	5	5	14	5	5	1	1	1	12	1	1	1	9	23	23	23	28	1	21	11	12	4	14	1	11	23	23
4580	3	5	3	14	1	27	5	14	13	5	9	6	9	3	1	9	1	1	1	1	1	28	7	26	3	14	5	5	5	5	5	5	11	11	5	5	5	25	5	5	5	5	12	5	1	7	12	12	1	1	12	12	21	12	1	21	4	9	2	9	9	13	29	9	2	3	24	31	24	24
4590	22	5	5	14	1	27	5	14	15	5	10	6	1	3	1	9	1	1	1	1	1	28	14	26	5	14	5	5	5	5	5	5	11	11	5	5	5	25	5	5	5	5	5	5	12	14	12	12	1	1	12	12	12	12	1	12	1	1	1	17	5	15	22	12	2	22	15	22	23	23
4600	5	5	5	14	14	27	5	14	5	5	2	6	3	3	4	9	1	1	1	1	18	28	17	26	5	14	5	5	5	5	5	5	3	11	5	5	5	14	5	5	5	5	5	5	5	28	5	5	18	18	23	29	23	23	23	23	29	29	30	31	5	5	5	14	5	5	5	5	30	30
4610	5	5	3	14	5	27	14	14	5	5	1	6	1	3	1	9	1	1	1	1	12	28	3	26	5	14	5	5	5	5	5	5	3	11	5	5	5	14	5	5	5	5	5	5	5	14	5	5	12	12	1	12	1	1	1	1	1	1	2	1	5	14	22	5	3	14	2	22	2	2
4620	1	5	14	14	5	27	5	14	5	5	1	6	1	3	12	9	1	1	1	1	1	28	7	26	3	14	1	5	5	5	5	5	3	11	14	5	3	14	3	5	3	3	1	7	1	7	1	1	1	1	1	1	1	1	1	12	1	1	10	1	27	5	3	27	3	21	5	3	24	24
4630	5	5	14	14	3	27	13	14	5	5	31	6	3	3	3	9	1	1	1	1	1	28	19	26	5	14	5	5	5	5	5	5	3	11	5	5	5	14	5	5	5	5	5	5	29	30	21	29	1	1	1	21	9	1	3	18	3	3	3	31	28	13	22	31	3	14	3	22	3	3
4640	5	5	5	14	1	27	5	14	5	5	2	6	3	3	4	9	1	1	1	1	1	28	7	26	3	14	5	5	5	5	5	5	11	11	5	5	5	25	5	5	5	5	5	5	1	7	1	12	1	1	1	1	1	1	9	9	18	18	5	26	5	5	1	12	12	5	1	12	12	12
4650	5	5	5	14	7	27	14	14	5	5	2	6	3	3	1	9	1	1	1	1	1	28	17	26	5	14	5	5	5	5	5	5	4	11	5	5	5	15	5	5	5	5	5	5	15	28	15	15	1	1	23	23	23	23	23	23	29	29	14	31	3	14	7	7	5	5	5	21	14	14
4660	5	5	5	14	13	27	5	14	5	5	2	6	3	3	4	9	3	1	1	1	9	28	2	26	14	14	5	5	5	5	5	5	3	11	5	5	5	14	5	5	5	5	5	5	13	22	22	13	4	9	30	30	30	30	31	30	28	31	6	28	5	5	5	13	5	5	2	5	6	6
4670	5	5	5	14	26	27	5	14	5	5	1	6	3	3	17	9	1	1	1	1	12	28	24	26	5	14	5	5	5	5	5	5	4	11	5	5	5	15	5	5	5	5	5	5	5	24	5	5	12	12	1	12	1	1	17	17	31	26	3	31	5	5	4	31	24	5	18	24	18	18
4680	5	5	5	14	1	27	21	14	5	5	1	6	3	3	4	9	2	1	1	1	1	28	26	26	5	14	5	5	5	5	5	5	11	11	5	5	5	25	5	5	5	5	5	5	30	31	30	30	1	1	22	31	13	22	24	24	30	30	5	31	16	21	29	16	1	5	20	29	20	20
4690	23	5	3	14	2	27	5	14	5	5	3	6	3	3	19	9	1	1	1	1	1	28	8	26	3	14	5	5	5	5	5	5	3	11	5	5	14	14	5	5	5	14	5	5	3	8	3	14	1	1	1	7	1	1	28	26	31	31	3	31	5	5	2	13	15	29	4	24	11	11
4700	5	5	14	14	26	27	5	14	5	5	5	6	19	3	1	9	1	1	1	1	1	28	18	26	5	14	5	5	5	5	5	5	4	11	5	5	5	15	5	5	5	5	5	5	12	29	12	12	1	1	12	12	1	12	1	1	16	26	2	27	5	5	15	31	3	14	2	25	2	2
4710	5	5	13	14	16	27	5	14	5	5	2	6	3	3	4	9	1	1	1	1	1	28	8	26	5	14	5	5	5	5	5	5	25	11	5	5	14	25	5	5	5	14	5	5	25	22	25	25	1	1	29	29	21	29	25	29	25	25	5	30	5	5	29	27	2	13	5	31	5	5
4720	5	5	5	14	16	27	14	14	5	5	4	6	3	3	1	9	1	1	5	1	6	28	11	26	3	14	5	5	5	5	5	5	11	11	5	5	5	25	5	5	5	5	5	5	3	11	3	14	12	20	21	21	21	21	12	21	21	21	17	29	5	14	21	27	5	5	4	21	17	17
4730	5	5	22	14	1	27	5	14	5	5	2	6	3	3	4	9	1	1	1	1	1	28	3	26	14	14	5	5	5	5	5	5	11	11	5	5	5	25	5	5	5	5	5	5	5	14	5	5	1	1	1	12	1	1	23	9	29	29	1	31	5	5	24	12	5	22	14	24	21	21
4740	1	5	3	14	16	27	5	14	5	5	16	6	1	3	1	9	1	1	1	1	23	28	3	26	5	14	5	5	5	5	5	5	3	11	5	5	5	14	5	5	5	5	5	5	5	14	5	5	12	23	1	12	1	1	1	1	1	1	3	16	5	5	7	27	1	7	9	7	18	18
4750	6	5	5	14	22	27	5	14	14	5	2	6	31	3	1	9	1	1	1	1	6	28	9	26	3	14	5	5	5	5	5	5	14	11	5	5	5	14	5	5	5	5	5	5	1	18	1	12	6	6	1	6	1	1	1	1	26	31	2	26	5	14	7	22	5	20	22	21	22	22
4760	5	5	5	14	5	27	5	14	5	5	9	6	1	3	1	9	1	1	1	1	1	28	16	26	5	14	5	5	5	5	5	5	3	11	5	5	5	14	5	5	5	5	5	5	12	27	1	12	1	1	1	1	1	1	1	1	1	1	1	9	5	5	5	5	5	5	5	5	12	12
4770	5	5	5	14	4	27	14	14	5	5	26	6	1	3	1	9	1	1	1	1	1	28	29	26	5	14	5	5	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	29	29	12	29	1	1	1	12	1	1	1	1	1	1	4	26	19	14	2	19	2	5	5	2	15	15
4780	20	5	5	14	17	27	5	14	5	5	3	6	3	3	5	9	1	1	1	1	1	28	4	26	14	14	5	5	5	5	5	5	11	11	5	5	5	25	5	5	5	5	5	5	14	25	14	14	1	1	21	21	21	21	3	21	14	3	1	14	5	5	1	28	1	20	26	1	26	26
4790	5	5	3	14	20	27	3	14	5	5	2	6	3	3	1	9	1	1	1	1	1	28	26	26	5	14	5	5	5	5	5	5	4	11	5	5	5	15	5	5	5	5	5	5	30	31	30	30	1	1	31	31	31	31	24	31	30	30	3	30	3	14	28	27	3	14	12	31	21	21
4800	5	5	14	14	22	27	5	14	5	5	8	6	1	3	1	9	1	1	1	1	20	28	31	26	3	14	5	5	5	5	5	5	11	11	5	5	5	25	5	5	5	5	5	5	5	31	5	5	12	20	1	12	1	1	1	1	1	1	20	16	3	5	22	22	3	14	5	22	20	20
4810	5	5	30	14	3	27	14	14	5	5	31	6	1	3	1	9	1	1	1	1	1	28	28	26	3	14	5	5	5	5	5	5	11	11	5	5	5	25	5	5	5	5	5	5	12	31	1	12	1	1	1	1	1	1	1	1	1	1	9	31	3	14	1	3	30	30	1	31	9	9
4820	5	5	5	14	21	27	5	14	5	5	2	6	2	3	4	9	1	1	1	1	1	28	26	26	3	14	5	5	5	5	5	5	4	11	5	5	5	15	5	5	5	5	5	5	19	26	24	30	1	1	24	28	28	28	28	28	28	28	14	28	5	5	5	21	5	5	5	5	14	14
4830	5	5	5	14	5	27	5	14	5	5	13	6	1	3	1	9	1	1	1	1	1	28	27	26	5	14	5	5	5	5	5	5	3	11	5	5	5	14	5	5	5	5	5	5	12	27	12	12	1	1	1	12	1	1	1	1	1	1	5	20	5	5	5	5	5	5	6	5	20	20
4840	5	5	5	14	5	27	5	14	5	5	2	6	21	3	1	9	1	1	1	1	12	28	3	26	14	14	5	5	5	5	5	5	11	11	5	5	5	25	5	5	5	5	5	5	5	14	5	5	12	12	1	12	1	1	1	1	21	21	2	27	5	5	5	5	5	5	5	5	13	13
4850	5	5	14	14	12	27	3	14	5	5	31	6	2	3	4	9	9	1	1	1	1	28	3	26	5	14	5	5	5	5	5	5	11	11	5	5	5	25	5	5	5	5	5	5	5	14	1	5	1	1	1	1	4	9	2	4	2	2	30	31	5	14	5	12	5	14	5	5	30	30
4860	5	5	5	14	22	27	5	14	15	5	7	6	1	3	1	9	1	1	1	1	1	28	26	26	3	14	5	5	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	1	26	1	12	1	1	1	1	1	1	1	1	1	1	5	7	4	15	5	30	2	5	4	13	15	15
4870	5	5	14	14	11	27	5	14	5	5	1	6	14	3	1	9	1	1	1	1	1	28	29	26	3	14	5	5	5	5	5	5	4	11	5	5	5	15	5	5	5	5	5	5	21	29	1	21	1	1	1	1	1	1	1	1	21	21	1	21	5	5	14	25	3	14	1	14	1	1
4880	5	5	5	14	6	27	5	14	5	5	28	6	3	3	1	9	1	1	1	1	12	28	7	26	5	14	5	5	5	5	5	5	11	11	5	5	5	25	5	5	5	5	5	5	12	21	1	12	12	12	1	12	1	1	3	1	3	3	2	31	5	5	10	20	4	5	4	10	10	10
4890	5	5	27	14	20	27	5	14	5	5	2	6	3	3	1	9	1	1	1	1	1	28	1	26	5	14	5	5	5	5	5	5	4	11	5	5	5	15	5	5	5	5	5	5	12	12	1	12	1	1	1	1	1	1	1	1	7	7	2	16	5	5	5	20	17	27	14	28	22	22
4900	5	5	5	14	22	27	5	14	5	5	1	6	29	3	1	9	1	1	1	1	1	28	12	26	5	14	5	5	5	5	5	5	3	11	5	5	5	14	5	5	5	5	5	5	1	12	1	12	1	1	1	1	1	1	1	1	29	29	6	29	5	5	14	22	5	5	5	14	20	20
4910	19	5	1	14	9	27	22	14	5	5	3	6	3	3	3	9	3	1	2	1	14	28	3	26	5	14	5	5	5	5	5	5	14	11	5	5	5	14	5	5	5	5	5	5	14	14	3	14	22	22	3	22	3	3	3	3	3	3	7	3	4	22	2	9	10	26	5	10	21	21
4920	5	5	5	14	17	27	5	14	5	5	20	6	1	3	1	9	1	1	1	1	5	28	19	26	5	14	5	5	5	5	5	5	11	11	5	5	5	25	5	5	5	5	5	5	5	30	5	5	12	12	1	12	1	1	1	1	1	1	5	20	5	5	26	28	5	5	26	31	31	31
4930	5	5	5	14	3	27	5	14	15	5	31	6	1	3	1	9	1	1	1	1	1	28	16	26	3	14	5	5	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	6	16	20	20	1	1	1	20	1	1	1	1	1	1	5	31	29	15	29	29	5	5	7	29	21	21
4940	5	5	5	14	5	27	22	14	5	5	1	6	3	3	1	9	1	1	1	1	1	28	17	26	3	14	5	5	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	26	26	31	31	1	1	31	31	31	31	31	31	31	31	25	31	14	22	27	14	5	5	5	27	25	25
4950	5	5	5	14	5	27	5	14	5	5	5	6	1	3	1	9	1	1	1	1	1	28	1	26	12	14	5	5	5	5	5	5	4	11	5	5	5	15	5	5	5	5	5	5	12	12	1	12	1	1	1	1	1	1	1	1	1	1	19	12	5	5	5	5	5	5	5	5	30	30
4960	9	5	4	14	2	27	3	14	5	5	1	6	30	3	1	9	1	1	7	1	3	28	18	26	3	14	5	5	5	5	5	5	15	11	5	5	5	15	5	5	5	5	5	5	18	18	26	29	3	7	1	26	1	1	1	1	31	31	3	31	30	14	29	30	4	9	3	29	3	3
4970	5	5	5	14	27	27	5	14	5	5	1	6	3	3	1	9	1	1	1	1	1	28	16	26	5	14	5	5	5	5	5	5	3	11	5	5	14	14	5	5	14	14	5	14	12	27	12	12	1	1	1	12	1	1	1	1	7	7	5	7	5	5	22	27	5	5	13	22	13	13
4980	5	5	29	14	19	27	5	14	5	5	2	6	3	3	1	9	8	1	5	1	5	28	21	26	5	14	5	5	5	5	5	5	11	11	5	5	14	25	5	5	5	14	5	5	5	21	5	5	5	5	5	5	22	22	26	27	31	26	21	31	5	5	22	30	1	29	5	27	21	21
4990	5	5	5	14	27	27	5	14	5	5	1	6	3	3	1	9	1	1	1	1	28	28	9	26	5	14	5	5	5	5	5	5	3	11	5	5	5	14	5	5	13	5	5	13	5	23	5	5	23	28	1	23	1	1	1	1	1	7	3	1	5	5	2	27	27	5	3	27	3	3
5000	23	5	3	14	2	27	14	14	3	5	16	6	4	3	4	9	1	1	1	1	1	28	7	26	3	14	12	5	5	5	5	5	15	11	5	5	5	15	5	5	5	5	12	12	1	7	1	12	1	1	1	1	1	1	4	9	4	4	1	26	2	14	2	2	11	29	1	19	1	1
5010	15	5	3	14	12	27	5	14	5	5	2	6	3	3	1	9	1	1	4	1	9	28	1	26	14	14	5	5	5	5	5	5	9	11	5	5	5	23	5	5	5	5	5	5	5	21	5	5	18	9	29	29	25	29	18	29	29	18	20	31	5	5	21	12	3	25	3	21	27	27
5020	5	5	5	14	1	27	14	14	5	5	2	6	3	3	1	9	1	1	1	1	1	28	16	26	3	14	5	5	5	5	5	5	3	11	5	5	5	14	5	5	5	5	5	5	16	16	20	27	1	1	12	20	12	12	12	12	7	21	8	16	21	14	22	21	5	5	5	22	22	22
5030	5	5	25	14	13	27	5	14	5	5	5	6	2	3	5	9	3	1	1	1	16	28	3	26	3	14	5	5	5	5	5	5	3	11	5	5	14	14	5	5	5	14	5	5	7	3	7	21	3	16	3	7	14	3	14	14	14	22	10	14	5	5	16	13	1	25	2	16	10	10
5040	5	5	5	14	5	27	5	14	5	5	2	6	3	3	12	9	1	1	1	1	1	28	19	26	3	14	2	5	5	5	5	5	11	11	5	5	5	25	13	5	2	13	2	2	2	19	2	2	1	1	1	6	1	1	12	12	21	21	7	27	5	5	5	5	20	5	2	20	16	16
5050	5	5	12	14	3	27	5	14	5	5	7	6	5	3	5	9	5	1	1	1	12	28	24	26	5	14	5	5	5	5	5	5	3	11	5	5	5	14	5	5	5	5	5	5	5	24	5	5	5	12	5	5	5	5	5	5	5	5	16	21	3	5	3	3	23	12	2	29	16	16
5060	13	5	5	14	29	27	5	14	5	5	21	6	4	3	9	9	1	1	1	1	1	28	16	26	5	14	5	5	5	5	5	5	11	11	5	5	5	25	5	5	5	5	5	5	12	27	1	12	1	1	1	1	1	1	4	9	4	4	5	29	5	5	3	29	9	13	18	18	29	29
5070	5	5	5	14	21	27	5	14	5	5	2	6	3	3	1	9	1	1	1	1	1	28	26	26	5	14	5	5	5	5	5	5	3	11	5	5	5	14	5	5	5	5	5	5	25	31	25	25	1	1	18	29	7	18	7	7	7	7	2	16	2	5	16	27	5	5	2	27	2	2
5080	5	5	5	14	1	27	22	14	5	5	1	6	1	3	1	9	1	1	1	1	23	28	4	26	14	14	5	5	5	5	5	5	4	11	5	5	5	15	5	5	5	5	5	5	5	25	5	5	12	23	1	12	1	1	1	1	1	1	21	1	13	22	13	20	5	5	4	13	29	29
5090	5	5	5	14	12	27	5	14	5	5	1	6	25	3	9	9	1	1	1	1	12	28	19	26	5	14	5	5	5	5	5	5	3	11	5	5	14	14	5	5	5	14	5	5	14	30	14	14	1	12	1	21	1	1	4	9	25	25	4	29	5	5	5	12	5	5	20	5	28	28
5100	5	5	14	14	24	27	5	14	5	5	1	6	3	3	1	9	1	1	1	1	1	28	26	26	5	14	5	5	5	5	5	5	11	11	5	5	5	25	5	5	5	5	5	5	1	31	12	12	1	1	1	12	1	1	1	1	7	7	1	7	5	5	4	24	24	14	5	24	12	12
5110	5	5	5	14	12	27	5	14	5	5	2	6	1	3	1	9	1	1	1	1	1	28	1	26	5	14	5	5	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	12	12	12	12	1	1	1	12	1	1	1	1	1	1	30	6	5	5	12	12	5	5	1	12	31	31
5120	5	5	14	14	14	27	5	14	5	5	2	6	3	3	1	9	1	1	1	1	1	28	4	26	14	14	5	5	5	5	5	5	11	11	5	5	5	25	5	5	5	5	5	5	25	25	25	25	1	1	9	29	9	9	9	9	18	18	27	26	5	5	5	14	12	14	1	12	27	27
5130	5	5	3	14	24	27	5	14	5	5	2	6	3	3	9	9	1	1	1	1	1	28	16	26	5	14	5	5	5	5	5	5	3	11	5	5	22	14	5	5	14	22	3	14	1	27	1	7	1	1	1	1	1	1	9	9	18	18	4	26	5	5	24	24	4	14	5	24	15	15
5140	5	5	5	14	27	27	14	14	5	5	1	6	3	3	4	9	1	1	1	1	1	28	26	26	5	14	5	5	5	5	5	5	11	11	5	5	5	25	5	5	5	5	5	5	13	31	13	13	1	1	20	20	20	20	28	28	31	31	14	31	3	14	22	27	5	5	3	22	14	14
5150	5	5	5	14	16	27	5	14	5	5	3	6	5	3	4	9	1	1	1	1	6	28	3	26	14	14	5	5	5	5	5	5	11	11	5	5	5	25	5	5	5	5	5	5	5	14	5	5	2	6	13	13	20	20	28	28	28	28	5	31	5	5	26	27	5	5	2	31	13	13
5160	5	5	5	14	26	27	5	14	5	5	2	6	3	3	4	9	1	1	1	1	23	28	11	26	5	14	5	5	5	5	5	5	11	11	5	5	5	25	5	5	5	5	5	5	5	25	5	5	23	23	23	23	23	23	23	23	29	29	15	31	5	5	16	31	5	5	5	27	15	15
5170	5	5	5	14	5	27	5	14	5	5	1	6	3	3	1	9	1	1	1	1	20	28	26	26	5	14	5	5	5	5	5	5	3	11	5	5	5	14	5	5	5	5	5	5	5	31	5	5	12	20	1	12	1	1	7	1	7	7	13	7	5	5	5	5	5	5	4	5	24	24
5180	1	5	25	14	13	27	5	14	5	5	12	6	11	3	1	9	1	1	1	1	1	28	28	26	3	14	5	5	5	5	5	5	11	11	5	5	12	25	5	5	12	12	1	12	9	31	1	9	1	1	6	1	1	6	1	1	3	18	4	21	5	5	2	13	29	29	8	31	19	19
5190	5	5	14	14	13	27	5	14	5	5	1	6	3	3	4	9	1	1	1	1	1	28	26	26	3	14	5	5	5	5	5	5	11	11	5	5	5	25	5	5	5	5	5	5	8	26	22	22	1	1	22	27	27	27	28	31	31	31	16	31	5	5	5	13	5	14	5	5	27	27
5200	5	5	5	14	2	27	12	14	5	5	3	6	4	3	5	9	5	1	1	1	1	28	3	26	21	14	5	5	5	5	5	5	11	11	5	5	5	25	5	5	5	5	5	5	7	21	21	21	1	1	5	21	5	5	15	5	4	15	7	11	5	12	3	13	14	5	5	14	21	21
5210	5	5	5	14	3	27	2	14	14	5	28	6	3	3	21	9	1	1	1	1	1	28	18	26	5	14	5	5	14	5	5	5	5	11	5	5	5	5	5	14	5	5	5	5	12	29	1	12	1	1	1	1	1	1	21	21	3	21	4	31	29	22	5	29	5	5	18	5	18	18
5220	2	5	2	14	5	27	17	14	2	5	3	6	4	3	2	9	15	1	3	1	14	28	3	26	5	14	4	5	15	5	5	5	3	11	3	5	4	3	4	15	4	4	2	4	1	14	5	6	12	14	2	12	2	24	3	2	4	11	3	11	5	17	5	5	2	2	9	13	18	18
5230	3	5	5	14	2	27	3	14	4	5	6	6	3	3	3	9	1	1	1	1	1	28	1	26	22	14	5	5	5	5	5	5	21	11	5	5	5	21	5	5	5	5	5	5	12	27	1	12	1	1	1	1	1	1	3	7	3	3	7	16	17	11	5	17	5	14	5	5	21	21
5240	5	5	14	14	21	27	3	14	3	5	31	6	2	3	6	9	1	1	1	1	1	28	16	26	5	14	5	5	5	5	5	5	4	11	12	5	5	23	5	5	5	5	5	5	12	27	1	12	1	1	1	1	1	1	2	6	2	2	12	31	2	3	10	27	5	14	5	24	12	12
5250	5	5	5	14	5	27	5	14	5	5	1	6	11	3	4	9	1	1	1	1	28	28	1	26	5	14	5	5	5	5	5	5	3	11	5	5	5	14	5	5	5	5	5	5	5	12	5	5	15	28	23	15	23	23	4	23	11	11	10	18	5	5	5	5	5	5	4	5	10	10
5260	12	5	5	14	8	27	5	14	5	5	2	6	30	3	1	9	1	1	1	1	1	28	26	26	5	14	5	5	5	5	5	5	4	11	5	5	5	15	5	5	5	5	5	5	5	31	5	5	1	1	1	12	1	1	1	1	31	31	14	31	5	5	30	22	1	12	5	31	14	14
5270	5	5	3	14	16	27	5	14	5	5	27	6	3	3	1	9	1	1	1	1	1	28	7	26	3	14	5	5	5	5	5	5	1	11	5	5	5	12	5	5	5	5	5	5	1	7	1	12	1	1	1	1	1	1	1	1	3	7	1	27	2	5	1	16	25	14	12	29	12	12
5280	5	5	31	14	5	27	5	14	5	5	2	6	2	3	6	9	1	1	1	1	1	28	21	26	3	14	12	5	5	5	5	5	4	11	5	5	5	15	5	5	5	5	1	12	1	21	1	1	1	1	1	1	1	1	1	6	6	6	2	6	5	5	5	5	17	31	2	28	2	2
5290	5	5	15	14	22	27	5	14	5	5	22	6	4	3	1	9	1	1	1	1	1	28	28	26	5	14	5	5	5	5	5	5	11	11	5	5	4	25	5	5	5	15	5	5	12	28	1	12	1	1	1	1	1	1	1	1	1	9	4	27	5	5	2	22	2	15	2	2	10	10
5300	27	5	2	14	19	27	5	14	5	5	1	6	1	3	1	9	1	1	1	1	1	28	2	26	5	14	5	5	5	5	5	5	3	11	13	5	5	22	5	5	12	5	12	12	5	13	12	12	1	1	12	12	1	12	1	1	1	1	3	1	5	5	4	30	4	27	7	4	7	7
5310	5	5	14	14	27	27	5	14	5	5	17	6	1	3	1	9	1	1	1	1	1	28	29	26	1	14	5	5	5	5	5	5	11	11	5	5	5	25	5	5	5	5	5	5	21	29	12	21	1	1	5	12	12	12	1	12	1	1	1	17	5	5	2	27	29	14	15	31	23	23
5320	5	5	5	14	31	27	3	14	20	5	5	6	25	3	4	9	4	1	1	1	4	28	4	26	4	14	5	5	5	5	5	5	11	11	5	5	5	25	5	5	5	5	15	5	4	4	15	15	4	9	4	15	4	4	4	4	31	25	5	31	5	27	4	31	10	5	10	10	24	24
5330	5	5	14	14	26	27	5	14	5	5	2	6	3	3	4	9	1	1	1	1	6	28	3	26	14	14	5	5	5	5	5	5	3	11	5	5	5	14	5	5	5	5	5	5	5	14	5	5	6	6	20	20	20	20	28	28	31	31	2	31	5	5	6	31	1	14	2	6	2	2
5340	5	5	5	14	28	27	3	14	5	5	1	6	14	3	1	9	1	1	1	1	1	28	26	26	5	14	5	5	5	5	5	5	4	11	5	5	5	15	5	5	5	5	5	5	12	31	1	12	1	1	1	1	1	1	1	1	29	21	5	29	5	14	4	28	12	5	2	23	13	13
5350	5	5	5	14	21	27	3	14	5	5	5	6	3	3	1	9	1	1	5	1	5	28	1	26	22	14	5	5	5	5	5	5	4	11	5	5	5	15	5	5	5	5	5	5	5	27	5	5	5	5	5	5	12	12	5	12	14	14	1	14	3	14	5	21	5	5	24	5	28	28
5360	5	5	5	14	16	27	5	14	5	5	6	6	5	3	4	9	1	1	1	1	12	28	3	26	14	14	5	5	5	5	5	5	19	11	5	5	5	30	5	5	5	5	5	5	5	14	5	5	12	12	23	12	23	23	5	23	5	5	3	20	5	5	13	27	5	5	2	13	8	8
5370	5	5	5	14	5	27	21	14	5	5	2	6	1	3	1	9	1	1	1	1	1	28	3	26	14	14	5	5	5	5	5	5	4	11	15	5	5	15	5	5	5	5	5	5	14	14	5	14	1	1	1	12	1	1	1	1	1	1	25	6	14	21	5	14	5	5	2	5	30	30
5380	2	5	14	14	3	27	5	14	5	5	5	6	3	3	1	9	1	1	1	1	28	28	9	26	5	14	5	5	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	23	5	5	28	28	28	28	28	28	9	28	18	18	31	29	21	5	16	21	5	22	2	27	31	31
5390	5	5	14	14	3	27	14	14	5	5	2	6	3	3	4	9	1	1	1	1	7	28	26	26	5	14	5	5	5	5	5	5	4	11	5	5	5	15	5	5	5	5	5	5	28	31	28	28	3	7	31	31	31	31	31	31	28	31	5	28	3	14	3	3	3	14	2	3	13	13
5400	5	5	5	14	5	27	5	14	5	5	2	6	3	3	1	9	1	1	1	1	1	28	26	26	3	14	5	5	5	5	5	5	11	11	5	5	5	25	5	5	5	5	5	5	26	26	31	31	1	1	31	31	31	31	21	31	29	21	5	31	5	5	5	5	5	5	5	5	5	5
5410	13	5	5	14	1	27	11	14	5	5	26	6	1	3	1	9	1	1	1	1	1	28	26	26	3	14	5	5	5	5	5	5	4	11	5	5	5	15	5	5	5	5	5	5	7	26	1	21	1	1	1	1	1	1	1	1	1	1	4	26	30	25	30	31	1	13	11	31	11	11
5420	5	5	23	14	14	27	5	14	5	5	1	6	1	3	1	9	1	1	1	1	1	28	7	26	5	14	5	5	5	5	5	5	4	11	5	5	5	15	5	5	5	5	5	5	12	21	1	12	1	1	1	1	1	1	1	1	1	1	2	1	5	5	5	14	16	23	4	27	10	10
5430	5	5	19	14	19	27	5	14	5	5	1	6	19	3	1	9	12	1	5	1	5	28	18	26	5	14	5	5	5	5	5	5	4	11	5	5	5	15	5	5	5	5	5	5	5	29	5	5	5	5	5	5	1	12	1	1	19	26	28	26	5	5	4	30	4	30	2	4	28	28
5440	5	5	5	14	28	27	14	14	5	5	1	6	3	3	4	9	1	1	1	1	24	28	26	26	5	14	5	5	5	5	5	5	25	11	5	5	15	25	5	5	15	15	4	15	2	31	2	10	24	28	24	24	28	28	20	28	27	27	4	27	3	14	19	31	5	5	4	30	4	4
5450	5	5	5	14	26	27	5	14	5	5	2	6	8	3	1	9	1	1	1	1	12	28	17	26	5	14	5	5	5	5	5	5	11	11	5	5	5	25	5	5	5	5	5	5	5	28	5	5	12	12	1	12	1	1	1	1	16	16	1	16	5	5	26	31	5	5	29	31	29	29
5460	5	5	5	14	27	27	5	14	12	5	1	6	3	3	1	9	1	1	1	1	6	28	7	26	3	14	5	5	5	5	5	5	11	11	5	5	15	25	5	5	15	15	5	15	1	7	12	12	1	6	1	12	1	1	12	1	7	21	16	7	1	12	11	27	5	5	2	25	16	16
5470	2	5	5	14	29	27	14	14	5	5	4	6	25	3	1	9	1	1	1	1	1	28	9	26	3	14	5	5	5	5	5	5	3	11	5	5	5	14	5	5	5	5	1	5	1	18	1	1	1	1	1	1	1	1	1	1	29	29	15	29	5	14	29	29	2	13	4	31	15	15
5480	5	5	5	14	13	27	5	14	5	5	1	6	14	3	1	9	1	1	1	1	1	28	16	26	5	14	5	5	5	5	5	5	11	11	5	5	5	25	5	5	5	5	5	5	12	27	12	12	1	1	12	12	12	12	5	12	14	14	5	21	5	5	13	13	5	5	12	13	12	12
