Iteration	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	simmap
0	{5,7.28812}	{14,7.28812}	{27,0.683361:22,1.02086:30,2.37213:22,2.60797:14,1.28476:5,2.42471}	{14,4.25018}	{5,4.25018}	{6,7.40913:1,5.32477}	{3,3.2796:7,2.58585:1,5.8093}	{1,9.21727}	{9,5.71823:1,2.78194}	{1,5.68009}	{28,2.74445:23,1.56551:9,0.968791:1,0.401346}	{26,1.92006:16,0.794336}	{14,1.38969:3,1.32471}	{5,4.96606}	{5,1.82797}	{5,1.82797}	{11,1.47536:3,0.199106}	{5,1.67447}	{14,1.21006:5,1.0878:12,0.175201}	{5,2.31956}	{12,0.818529}	{12,0.596119:1,0.307778}	{16,0.0386008:7,3.11696}	{7,0.826106:1,0.0415802}	{1,1.05755}	{1,1.76253}	{1,0.717098}	{1,2.45748}	{1,1.05915}	{1,27.2021:7,9.22187}	{14,0.101188:5,6.04242}	{5,11.7313}	{14,9.67294:5,5.16402}	{5,27.0328}	{21,0}	((((((((((Lundia_damazioi:{5,1.67447},Lundia_virginalis:{11,1.47536:3,0.199106}):{14,1.21006:5,1.0878:12,0.175201},(Lundia_nitidula:{5,1.82797},Lundia_obliqua:{5,1.82797}):{5,2.31956}):{12,0.818529},Lundia_longa:{5,4.96606}):{12,0.596119:1,0.307778},(Lundia_gardneri:{14,1.38969:3,1.32471},Lundia_puberula:{26,1.92006:16,0.794336}):{16,0.0386008:7,3.11696}):{7,0.826106:1,0.0415802},(Lundia_corymbifera:{28,2.74445:23,1.56551:9,0.968791:1,0.401346},Lundia_laevis:{1,5.68009}):{1,1.05755}):{1,1.76253},Lundia_spruceana:{9,5.71823:1,2.78194}):{1,0.717098},Lundia_erionema:{1,9.21727}):{1,2.45748},Lundia_helicocalyx:{3,3.2796:7,2.58585:1,5.8093}):{1,1.05915},Lundia_densiflora:{6,7.40913:1,5.32477}):{1,27.2021:7,9.22187},(((Adenocalymma_acutissimum:{5,4.25018},Perianthomega_vellozoi:{14,4.25018}):{14,0.101188:5,6.04242},Tanaecium_jaroba:{27,0.683361:22,1.02086:30,2.37213:22,2.60797:14,1.28476:5,2.42471}):{5,11.7313},(Cuspidaria_convoluta:{14,7.28812},Fridericia_speciosa:{5,7.28812}):{14,9.67294:5,5.16402}):{5,27.0328});
100	{5,7.28812}	{14,0.477244:5,6.81088}	{27,9.67195:22,0.401961:13,0.319878}	{14,3.36819:5,0.881993}	{5,1.28225:13,1.73277:5,1.23516}	{6,12.0465:2,0.687446}	{3,11.6748}	{1,9.21727}	{9,1.44154:4,7.05863}	{1,5.68009}	{28,5.68009}	{26,0.575623:18,1.02693:11,0.524283:3,0.587563}	{14,2.7144}	{5,4.96606}	{5,1.82797}	{5,1.82797}	{11,1.21141:4,0.46306}	{5,1.67447}	{15,1.1079:5,1.36516}	{5,2.31956}	{5,0.818529}	{5,0.903897}	{14,0.683662:5,2.4719}	{5,0.867686}	{28,1.05755}	{28,0.351561:23,0.527497:9,0.883469}	{9,0.717098}	{9,2.45748}	{18,0.160539:7,0.898614}	{16,2.9469:26,4.11462:18,4.63857:11,5.65514:4,0.494523:15,4.26:25,6.48737:14,4.68065:5,3.14619}	{5,6.14361}	{13,7.29504:5,4.43625}	{5,5.5472:12,4.2638:5,5.02597}	{5,27.0328}	{5,0}	((((((((((Lundia_damazioi:{5,1.67447},Lundia_virginalis:{11,1.21141:4,0.46306}):{15,1.1079:5,1.36516},(Lundia_nitidula:{5,1.82797},Lundia_obliqua:{5,1.82797}):{5,2.31956}):{5,0.818529},Lundia_longa:{5,4.96606}):{5,0.903897},(Lundia_gardneri:{14,2.7144},Lundia_puberula:{26,0.575623:18,1.02693:11,0.524283:3,0.587563}):{14,0.683662:5,2.4719}):{5,0.867686},(Lundia_corymbifera:{28,5.68009},Lundia_laevis:{1,5.68009}):{28,1.05755}):{28,0.351561:23,0.527497:9,0.883469},Lundia_spruceana:{9,1.44154:4,7.05863}):{9,0.717098},Lundia_erionema:{1,9.21727}):{9,2.45748},Lundia_helicocalyx:{3,11.6748}):{18,0.160539:7,0.898614},Lundia_densiflora:{6,12.0465:2,0.687446}):{16,2.9469:26,4.11462:18,4.63857:11,5.65514:4,0.494523:15,4.26:25,6.48737:14,4.68065:5,3.14619},(((Adenocalymma_acutissimum:{5,1.28225:13,1.73277:5,1.23516},Perianthomega_vellozoi:{14,3.36819:5,0.881993}):{5,6.14361},Tanaecium_jaroba:{27,9.67195:22,0.401961:13,0.319878}):{13,7.29504:5,4.43625},(Cuspidaria_convoluta:{14,0.477244:5,6.81088},Fridericia_speciosa:{5,7.28812}):{5,5.5472:12,4.2638:5,5.02597}):{5,27.0328});
200	{5,7.28812}	{14,7.28812}	{27,0.365072:31,0.43929:28,0.73336:31,0.720036:29,6.81445:31,0.610093:26,0.711488}	{14,4.25018}	{5,4.25018}	{6,3.14968:17,3.06716:6,1.78786:20,0.165731:27,1.20712:31,2.02193:28,1.33443}	{3,1.67468:11,6.28224:4,3.71783}	{1,9.21727}	{9,3.35616:1,5.14401}	{1,5.68009}	{28,1.99519:23,1.40037:12,2.28453}	{26,0.173551:16,0.445158:6,2.09569}	{14,1.20771:5,1.50669}	{5,4.96606}	{5,1.82797}	{5,1.82797}	{11,1.67447}	{5,1.67447}	{25,0.517995:15,1.75836:5,0.19671}	{5,2.31956}	{5,0.818529}	{5,0.903897}	{20,0.829232:13,2.16101:5,0.165314}	{5,0.259486:12,0.209103:1,0.399098}	{12,1.05755}	{12,0.392204:1,1.37032}	{1,0.717098}	{1,0.878447:6,1.01013:1,0.568909}	{9,0.54905:1,0.510103}	{28,6.97656:20,2.90498:27,4.48994:22,0.611909:30,0.0978106:19,2.48847:30,3.67965:31,1.43417:26,0.498827:18,4.08501:11,8.38918:4,0.767439}	{14,5.04297:3,1.10064}	{26,1.22168:19,0.919295:26,0.693116:19,0.299817:11,2.76094:3,5.83644}	{14,0.958494:22,6.39636:30,2.67424:25,2.09915:14,0.56227:25,0.748393:30,0.362567:31,1.03548}	{31,0.248094:29,3.29362:21,0.122827:29,0.855725:23,2.38034:28,3.2827:20,5.51576:12,0.267918:23,0.640291:28,1.35236:20,3.41503:13,1.97669:22,3.68142}	{30,0}	((((((((((Lundia_damazioi:{5,1.67447},Lundia_virginalis:{11,1.67447}):{25,0.517995:15,1.75836:5,0.19671},(Lundia_nitidula:{5,1.82797},Lundia_obliqua:{5,1.82797}):{5,2.31956}):{5,0.818529},Lundia_longa:{5,4.96606}):{5,0.903897},(Lundia_gardneri:{14,1.20771:5,1.50669},Lundia_puberula:{26,0.173551:16,0.445158:6,2.09569}):{20,0.829232:13,2.16101:5,0.165314}):{5,0.259486:12,0.209103:1,0.399098},(Lundia_corymbifera:{28,1.99519:23,1.40037:12,2.28453},Lundia_laevis:{1,5.68009}):{12,1.05755}):{12,0.392204:1,1.37032},Lundia_spruceana:{9,3.35616:1,5.14401}):{1,0.717098},Lundia_erionema:{1,9.21727}):{1,0.878447:6,1.01013:1,0.568909},Lundia_helicocalyx:{3,1.67468:11,6.28224:4,3.71783}):{9,0.54905:1,0.510103},Lundia_densiflora:{6,3.14968:17,3.06716:6,1.78786:20,0.165731:27,1.20712:31,2.02193:28,1.33443}):{28,6.97656:20,2.90498:27,4.48994:22,0.611909:30,0.0978106:19,2.48847:30,3.67965:31,1.43417:26,0.498827:18,4.08501:11,8.38918:4,0.767439},(((Adenocalymma_acutissimum:{5,4.25018},Perianthomega_vellozoi:{14,4.25018}):{14,5.04297:3,1.10064},Tanaecium_jaroba:{27,0.365072:31,0.43929:28,0.73336:31,0.720036:29,6.81445:31,0.610093:26,0.711488}):{26,1.22168:19,0.919295:26,0.693116:19,0.299817:11,2.76094:3,5.83644},(Cuspidaria_convoluta:{14,7.28812},Fridericia_speciosa:{5,7.28812}):{14,0.958494:22,6.39636:30,2.67424:25,2.09915:14,0.56227:25,0.748393:30,0.362567:31,1.03548}):{31,0.248094:29,3.29362:21,0.122827:29,0.855725:23,2.38034:28,3.2827:20,5.51576:12,0.267918:23,0.640291:28,1.35236:20,3.41503:13,1.97669:22,3.68142});
300	{5,7.28812}	{14,0.425739:5,6.86238}	{27,0.228128:31,4.03418:26,6.13149}	{14,4.23095:5,0.0192298}	{5,4.25018}	{6,4.94018:2,7.79372}	{3,11.6748}	{1,9.21727}	{9,7.19883:4,1.30134}	{1,5.68009}	{28,3.34448:17,0.493028:6,0.148345:1,1.69424}	{26,0.621855:19,1.31395:11,0.398429:3,0.380169}	{14,2.7144}	{5,4.96606}	{5,1.82797}	{5,1.82797}	{11,1.67447}	{5,1.67447}	{25,0.446124:15,0.412184:5,1.61475}	{5,2.31956}	{5,0.818529}	{5,0.903897}	{14,2.05204:5,0.38718:13,0.716342}	{13,0.867686}	{1,1.05755}	{20,1.76253}	{28,0.717098}	{28,0.424447:17,0.697398:6,0.173214:17,0.543445:10,0.618978}	{19,1.05915}	{19,2.08832:8,0.59956:2,17.762:8,0.867016:16,2.75012:6,8.69647:1,3.66046}	{5,6.14361}	{31,10.645:26,1.08629}	{5,14.837}	{31,11.5621:26,5.44863:18,1.80799:11,8.21407}	{18,0}	((((((((((Lundia_damazioi:{5,1.67447},Lundia_virginalis:{11,1.67447}):{25,0.446124:15,0.412184:5,1.61475},(Lundia_nitidula:{5,1.82797},Lundia_obliqua:{5,1.82797}):{5,2.31956}):{5,0.818529},Lundia_longa:{5,4.96606}):{5,0.903897},(Lundia_gardneri:{14,2.7144},Lundia_puberula:{26,0.621855:19,1.31395:11,0.398429:3,0.380169}):{14,2.05204:5,0.38718:13,0.716342}):{13,0.867686},(Lundia_corymbifera:{28,3.34448:17,0.493028:6,0.148345:1,1.69424},Lundia_laevis:{1,5.68009}):{1,1.05755}):{20,1.76253},Lundia_spruceana:{9,7.19883:4,1.30134}):{28,0.717098},Lundia_erionema:{1,9.21727}):{28,0.424447:17,0.697398:6,0.173214:17,0.543445:10,0.618978},Lundia_helicocalyx:{3,11.6748}):{19,1.05915},Lundia_densiflora:{6,4.94018:2,7.79372}):{19,2.08832:8,0.59956:2,17.762:8,0.867016:16,2.75012:6,8.69647:1,3.66046},(((Adenocalymma_acutissimum:{5,4.25018},Perianthomega_vellozoi:{14,4.23095:5,0.0192298}):{5,6.14361},Tanaecium_jaroba:{27,0.228128:31,4.03418:26,6.13149}):{31,10.645:26,1.08629},(Cuspidaria_convoluta:{14,0.425739:5,6.86238},Fridericia_speciosa:{5,7.28812}):{5,14.837}):{31,11.5621:26,5.44863:18,1.80799:11,8.21407});
400	{5,7.28812}	{14,1.66195:5,5.62617}	{27,10.1133:21,0.280497}	{14,2.06442:3,2.18576}	{5,4.25018}	{6,8.021:20,1.1721:6,2.64408:2,0.896722}	{3,11.6748}	{1,9.21727}	{9,0.857362:1,7.64281}	{1,5.68009}	{28,1.5748:17,0.326403:9,2.69683:1,1.08207}	{26,0.420216:18,2.29418}	{14,1.45369:3,1.26071}	{5,1.50021:12,3.46585}	{5,1.82797}	{5,1.82797}	{11,1.67447}	{5,1.67447}	{25,1.22171:14,0.781425:5,0.469927}	{5,2.31956}	{5,0.818529}	{12,0.283977:1,0.61992}	{18,0.834661:7,2.09899:1,0.221905}	{1,0.867686}	{1,1.05755}	{1,1.76253}	{1,0.717098}	{1,1.58079:7,0.876692}	{7,1.05915}	{16,0.274274:27,0.234419:21,1.17986:29,0.94723:31,5.01164:29,6.63423:23,1.2088:28,1.89426:17,1.45561:6,9.6599:1,7.92374}	{14,2.64724:5,3.49637}	{21,1.94907:27,1.17046:31,8.61176}	{5,14.837}	{31,1.66161:28,2.16079:17,23.2104}	{17,0}	((((((((((Lundia_damazioi:{5,1.67447},Lundia_virginalis:{11,1.67447}):{25,1.22171:14,0.781425:5,0.469927},(Lundia_nitidula:{5,1.82797},Lundia_obliqua:{5,1.82797}):{5,2.31956}):{5,0.818529},Lundia_longa:{5,1.50021:12,3.46585}):{12,0.283977:1,0.61992},(Lundia_gardneri:{14,1.45369:3,1.26071},Lundia_puberula:{26,0.420216:18,2.29418}):{18,0.834661:7,2.09899:1,0.221905}):{1,0.867686},(Lundia_corymbifera:{28,1.5748:17,0.326403:9,2.69683:1,1.08207},Lundia_laevis:{1,5.68009}):{1,1.05755}):{1,1.76253},Lundia_spruceana:{9,0.857362:1,7.64281}):{1,0.717098},Lundia_erionema:{1,9.21727}):{1,1.58079:7,0.876692},Lundia_helicocalyx:{3,11.6748}):{7,1.05915},Lundia_densiflora:{6,8.021:20,1.1721:6,2.64408:2,0.896722}):{16,0.274274:27,0.234419:21,1.17986:29,0.94723:31,5.01164:29,6.63423:23,1.2088:28,1.89426:17,1.45561:6,9.6599:1,7.92374},(((Adenocalymma_acutissimum:{5,4.25018},Perianthomega_vellozoi:{14,2.06442:3,2.18576}):{14,2.64724:5,3.49637},Tanaecium_jaroba:{27,10.1133:21,0.280497}):{21,1.94907:27,1.17046:31,8.61176},(Cuspidaria_convoluta:{14,1.66195:5,5.62617},Fridericia_speciosa:{5,7.28812}):{5,14.837}):{31,1.66161:28,2.16079:17,23.2104});
500	{5,7.28812}	{14,4.61326:5,2.67486}	{27,3.74658:22,4.214:13,2.43321}	{14,4.25018}	{5,4.25018}	{6,0.824567:16,3.57803:6,1.17754:1,7.15377}	{3,11.6748}	{1,9.21727}	{9,1.16475:1,7.33542}	{1,5.68009}	{28,2.52517:24,0.875434:30,0.409543:24,0.758267:15,0.247256:4,0.864425}	{26,2.7144}	{14,2.09686:3,0.617542}	{5,4.96606}	{5,1.82797}	{5,1.82797}	{11,1.67447}	{5,1.67447}	{25,1.10192:15,0.757159:5,0.613987}	{5,2.31956}	{5,0.818529}	{5,0.903897}	{26,3.15556}	{31,0.867686}	{9,0.385901:4,0.671648}	{31,1.76253}	{31,0.717098}	{31,0.90959:29,0.41254:18,1.13535}	{18,0.126236:26,0.932917}	{26,11.9308:19,4.49713:10,5.06947:4,14.9266}	{14,1.90075:5,4.24287}	{13,3.18359:5,8.5477}	{5,14.837}	{5,3.58079:15,15.5471:25,4.20759:11,3.68635:4,0.0109645}	{4,0}	((((((((((Lundia_damazioi:{5,1.67447},Lundia_virginalis:{11,1.67447}):{25,1.10192:15,0.757159:5,0.613987},(Lundia_nitidula:{5,1.82797},Lundia_obliqua:{5,1.82797}):{5,2.31956}):{5,0.818529},Lundia_longa:{5,4.96606}):{5,0.903897},(Lundia_gardneri:{14,2.09686:3,0.617542},Lundia_puberula:{26,2.7144}):{26,3.15556}):{31,0.867686},(Lundia_corymbifera:{28,2.52517:24,0.875434:30,0.409543:24,0.758267:15,0.247256:4,0.864425},Lundia_laevis:{1,5.68009}):{9,0.385901:4,0.671648}):{31,1.76253},Lundia_spruceana:{9,1.16475:1,7.33542}):{31,0.717098},Lundia_erionema:{1,9.21727}):{31,0.90959:29,0.41254:18,1.13535},Lundia_helicocalyx:{3,11.6748}):{18,0.126236:26,0.932917},Lundia_densiflora:{6,0.824567:16,3.57803:6,1.17754:1,7.15377}):{26,11.9308:19,4.49713:10,5.06947:4,14.9266},(((Adenocalymma_acutissimum:{5,4.25018},Perianthomega_vellozoi:{14,4.25018}):{14,1.90075:5,4.24287},Tanaecium_jaroba:{27,3.74658:22,4.214:13,2.43321}):{13,3.18359:5,8.5477},(Cuspidaria_convoluta:{14,4.61326:5,2.67486},Fridericia_speciosa:{5,7.28812}):{5,14.837}):{5,3.58079:15,15.5471:25,4.20759:11,3.68635:4,0.0109645});
