Iteration	Posterior	Likelihood	Prior	er[1][1]	er[2][2]	er[3][3]	er[4][4]	er[5][5]	extirpation_rate	rate_bg
2350	-55.35436	-54.18274	-1.171619	1.85167	1.85167	1.85167	1.85167	1.85167	1.85167	0.03355817
2360	-54.28323	-55.09903	0.8158027	0.8882776	0.8882776	0.8882776	0.8882776	0.8882776	0.8882776	0.02875337
2370	-55.03291	-55.28078	0.2478686	1.050752	1.050752	1.050752	1.050752	1.050752	1.050752	0.04036214
2380	-56.36259	-56.88285	0.5202603	0.6710118	0.6710118	0.6710118	0.6710118	0.6710118	0.6710118	0.04402522
2390	-56.44959	-55.04368	-1.405911	2.134521	2.134521	2.134521	2.134521	2.134521	2.134521	0.02318735
2400	-55.54896	-54.52702	-1.021938	1.634322	1.634322	1.634322	1.634322	1.634322	1.634322	0.0459433
2410	-54.76116	-54.55612	-0.2050388	1.360512	1.360512	1.360512	1.360512	1.360512	1.360512	0.03582377
2420	-54.36638	-54.83786	0.4714795	1.126633	1.126633	1.126633	1.126633	1.126633	1.126633	0.02839347
2430	-54.32232	-55.24049	0.9181723	0.7827992	0.7827992	0.7827992	0.7827992	0.7827992	0.7827992	0.02862089
2440	-55.34097	-55.66927	0.3282976	0.9636318	0.9636318	0.9636318	0.9636318	0.9636318	0.9636318	0.04249764
2450	-54.4025	-54.99451	0.5920168	1.127036	1.127036	1.127036	1.127036	1.127036	1.127036	0.02515143
2460	-57.79378	-54.5872	-3.206578	2.447362	2.447362	2.447362	2.447362	2.447362	2.447362	0.07274028
2470	-61.0804	-54.10335	-6.977057	4.426455	4.426455	4.426455	4.426455	4.426455	4.426455	0.07706721
2480	-55.96477	-54.92295	-1.041826	1.58362	1.58362	1.58362	1.58362	1.58362	1.58362	0.05216982
2490	-54.69648	-55.39649	0.7000131	0.8301917	0.8301917	0.8301917	0.8301917	0.8301917	0.8301917	0.03428786
2500	-54.43222	-55.63154	1.199317	0.5616445	0.5616445	0.5616445	0.5616445	0.5616445	0.5616445	0.02060098
2510	-56.57532	-55.7576	-0.8177255	1.416629	1.416629	1.416629	1.416629	1.416629	1.416629	0.05900538
2520	-54.82959	-54.48974	-0.3398467	1.517124	1.517124	1.517124	1.517124	1.517124	1.517124	0.0297275
2530	-56.41623	-55.85643	-0.5598002	0.2792724	0.2792724	0.2792724	0.2792724	0.2792724	0.2792724	0.02563421
2540	-54.86105	-56.35574	1.494694	0.7390016	0.7390016	0.7390016	0.7390016	0.7390016	0.7390016	0.01646032
2550	-56.21866	-56.47891	0.2602441	0.4122897	0.4122897	0.4122897	0.4122897	0.4122897	0.4122897	0.03390718
2560	-55.15134	-55.7483	0.5969565	0.3771927	0.3771927	0.3771927	0.3771927	0.3771927	0.3771927	0.01987013
2570	-54.367	-55.425	1.058002	0.5995742	0.5995742	0.5995742	0.5995742	0.5995742	0.5995742	0.02480105
2580	-55.06088	-54.47667	-0.5842062	1.49603	1.49603	1.49603	1.49603	1.49603	1.49603	0.0396617
2590	-55.67268	-55.16748	-0.5051976	1.355143	1.355143	1.355143	1.355143	1.355143	1.355143	0.04888843
2600	-56.88574	-58.80227	1.916537	0.6436222	0.6436222	0.6436222	0.6436222	0.6436222	0.6436222	0.01081589
2610	-55.01538	-54.35887	-0.6565157	1.559797	1.559797	1.559797	1.559797	1.559797	1.559797	0.03731307
2620	-55.64849	-54.64446	-1.004035	1.60801	1.60801	1.60801	1.60801	1.60801	1.60801	0.04771354
2630	-55.40921	-54.18723	-1.221988	1.883654	1.883654	1.883654	1.883654	1.883654	1.883654	0.03295593
2640	-57.33158	-56.23895	-1.092626	2.105764	2.105764	2.105764	2.105764	2.105764	2.105764	0.01801921
2650	-54.65959	-55.04746	0.3878664	1.266941	1.266941	1.266941	1.266941	1.266941	1.266941	0.02381185
2660	-57.27013	-58.10665	0.8365265	1.354607	1.354607	1.354607	1.354607	1.354607	1.354607	0.0127929
2670	-55.04409	-55.30904	0.264942	1.039645	1.039645	1.039645	1.039645	1.039645	1.039645	0.04039227
2680	-54.50395	-54.67161	0.1676586	1.243767	1.243767	1.243767	1.243767	1.243767	1.243767	0.03102742
2690	-55.16681	-54.32785	-0.8389594	1.62227	1.62227	1.62227	1.62227	1.62227	1.62227	0.0392506
2700	-55.6541	-54.73382	-0.9202843	1.865953	1.865953	1.865953	1.865953	1.865953	1.865953	0.02531422
2710	-56.67343	-57.12248	0.4490475	0.5290075	0.5290075	0.5290075	0.5290075	0.5290075	0.5290075	0.04126834
2720	-55.15925	-54.37528	-0.7839747	1.723004	1.723004	1.723004	1.723004	1.723004	1.723004	0.02998719
2730	-54.77319	-54.90362	0.1304382	1.376604	1.376604	1.376604	1.376604	1.376604	1.376604	0.02479745
2740	-54.71905	-54.51826	-0.2007964	1.379684	1.379684	1.379684	1.379684	1.379684	1.379684	0.03432097
2750	-54.73197	-54.80166	0.06969792	1.385789	1.385789	1.385789	1.385789	1.385789	1.385789	0.02586565
2760	-54.49578	-55.45851	0.9627338	1.008151	1.008151	1.008151	1.008151	1.008151	1.008151	0.02111281
2770	-54.69688	-54.64422	-0.05265556	1.287403	1.287403	1.287403	1.287403	1.287403	1.287403	0.03555201
2780	-55.31077	-55.43718	0.1264111	1.078867	1.078867	1.078867	1.078867	1.078867	1.078867	0.0435156
2790	-55.42532	-57.04275	1.617429	0.765964	0.765964	0.765964	0.765964	0.765964	0.765964	0.01437156
2800	-56.19919	-55.66722	-0.5319671	1.31534	1.31534	1.31534	1.31534	1.31534	1.31534	0.0543525
2810	-54.84293	-54.45131	-0.3916187	1.452533	1.452533	1.452533	1.452533	1.452533	1.452533	0.03579676
2820	-56.34069	-55.41541	-0.9252855	1.487587	1.487587	1.487587	1.487587	1.487587	1.487587	0.05677013
2830	-54.60192	-54.75882	0.1568941	1.322969	1.322969	1.322969	1.322969	1.322969	1.322969	0.02688438
2840	-55.8804	-55.06385	-0.8165593	1.48334	1.48334	1.48334	1.48334	1.48334	1.48334	0.0513722
2850	-55.26577	-54.52399	-0.7417761	1.536668	1.536668	1.536668	1.536668	1.536668	1.536668	0.04265453
2860	-55.6554	-56.43009	0.774687	0.3683646	0.3683646	0.3683646	0.3683646	0.3683646	0.3683646	0.01569789
2870	-55.42169	-55.58838	0.1666872	1.461032	1.461032	1.461032	1.461032	1.461032	1.461032	0.02012616
2880	-55.34454	-55.41586	0.07132169	1.103799	1.103799	1.103799	1.103799	1.103799	1.103799	0.04407783
2890	-54.60862	-55.35652	0.7478938	0.8160232	0.8160232	0.8160232	0.8160232	0.8160232	0.8160232	0.03309311
2900	-57.23793	-54.01072	-3.227212	2.586716	2.586716	2.586716	2.586716	2.586716	2.586716	0.05570511
2910	-54.80355	-54.55612	-0.2474306	1.48978	1.48978	1.48978	1.48978	1.48978	1.48978	0.02869149
2920	-57.38753	-54.34142	-3.046104	2.804958	2.804958	2.804958	2.804958	2.804958	2.804958	0.02985699
2930	-55.84559	-54.53304	-1.312558	1.738403	1.738403	1.738403	1.738403	1.738403	1.738403	0.04922913
2940	-55.67652	-54.07394	-1.602572	2.030426	2.030426	2.030426	2.030426	2.030426	2.030426	0.03523012
2950	-55.73742	-54.89802	-0.8394011	1.511898	1.511898	1.511898	1.511898	1.511898	1.511898	0.04952767
2960	-57.11808	-56.8925	-0.2255755	1.099017	1.099017	1.099017	1.099017	1.099017	1.099017	0.05980236
2970	-54.37711	-55.02244	0.6453266	0.9625943	0.9625943	0.9625943	0.9625943	0.9625943	0.9625943	0.03099648
2980	-56.92599	-54.35076	-2.575237	2.582761	2.582761	2.582761	2.582761	2.582761	2.582761	0.0292595
2990	-55.01192	-54.48462	-0.5273024	1.621193	1.621193	1.621193	1.621193	1.621193	1.621193	0.02880616
3000	-55.35108	-54.7509	-0.6001739	1.715738	1.715738	1.715738	1.715738	1.715738	1.715738	0.02534216
3010	-54.31421	-55.14289	0.8286846	1.009857	1.009857	1.009857	1.009857	1.009857	1.009857	0.02407881
3020	-55.92703	-55.83584	-0.09118683	1.609492	1.609492	1.609492	1.609492	1.609492	1.609492	0.01909131
3030	-54.59344	-55.19019	0.5967517	0.926331	0.926331	0.926331	0.926331	0.926331	0.926331	0.03416645
3040	-54.72338	-56.01151	1.288128	0.8843251	0.8843251	0.8843251	0.8843251	0.8843251	0.8843251	0.01801069
3050	-57.22277	-54.09185	-3.130928	2.522296	2.522296	2.522296	2.522296	2.522296	2.522296	0.0577554
3060	-54.43785	-54.89047	0.4526182	1.182024	1.182024	1.182024	1.182024	1.182024	1.182024	0.026194
3070	-54.42454	-54.75889	0.3343441	1.172058	1.172058	1.172058	1.172058	1.172058	1.172058	0.03002486
3080	-54.33363	-55.40837	1.074743	0.6173048	0.6173048	0.6173048	0.6173048	0.6173048	0.6173048	0.02473855
3090	-55.0476	-55.76497	0.7173666	0.7301023	0.7301023	0.7301023	0.7301023	0.7301023	0.7301023	0.03592746
3100	-54.83399	-55.80656	0.9725703	1.066988	1.066988	1.066988	1.066988	1.066988	1.066988	0.01904271
3110	-55.81599	-57.22924	1.413253	0.9726065	0.9726065	0.9726065	0.9726065	0.9726065	0.9726065	0.01417939
3120	-54.67971	-54.69025	0.0105341	1.38687	1.38687	1.38687	1.38687	1.38687	1.38687	0.02738214
3130	-54.37291	-55.63631	1.2634	0.7928195	0.7928195	0.7928195	0.7928195	0.7928195	0.7928195	0.02012505
3140	-56.87906	-57.37936	0.500297	1.462284	1.462284	1.462284	1.462284	1.462284	1.462284	0.01437983
3150	-57.43728	-56.27313	-1.164142	1.506645	1.506645	1.506645	1.506645	1.506645	1.506645	0.06928475
3160	-54.44772	-55.28933	0.8416096	0.7914479	0.7914479	0.7914479	0.7914479	0.7914479	0.7914479	0.03071463
3170	-56.25581	-55.1168	-1.139002	1.597555	1.597555	1.597555	1.597555	1.597555	1.597555	0.05582807
3180	-54.42168	-55.23374	0.8120591	0.8254761	0.8254761	0.8254761	0.8254761	0.8254761	0.8254761	0.03078368
3190	-54.69156	-54.66555	-0.02601434	1.272662	1.272662	1.272662	1.272662	1.272662	1.272662	0.03562337
3200	-55.74253	-57.46508	1.722557	0.6704555	0.6704555	0.6704555	0.6704555	0.6704555	0.6704555	0.01322866
3210	-56.07214	-54.22751	-1.844627	2.209788	2.209788	2.209788	2.209788	2.209788	2.209788	0.03065615
3220	-56.01676	-54.65278	-1.363975	1.738674	1.738674	1.738674	1.738674	1.738674	1.738674	0.05179652
3230	-54.69036	-54.59914	-0.09122145	1.315133	1.315133	1.315133	1.315133	1.315133	1.315133	0.03499318
3240	-56.40073	-54.00531	-2.395424	2.407603	2.407603	2.407603	2.407603	2.407603	2.407603	0.03510737
3250	-54.79521	-56.15444	1.35923	0.8520793	0.8520793	0.8520793	0.8520793	0.8520793	0.8520793	0.01736674
3260	-54.97589	-55.69704	0.7211479	0.4033317	0.4033317	0.4033317	0.4033317	0.4033317	0.4033317	0.02042694
3270	-57.04398	-54.68445	-2.359533	2.107121	2.107121	2.107121	2.107121	2.107121	2.107121	0.06378127
3280	-57.03443	-54.34703	-2.687393	2.288531	2.288531	2.288531	2.288531	2.288531	2.288531	0.06031487
3290	-55.69302	-55.52202	-0.171004	1.188548	1.188548	1.188548	1.188548	1.188548	1.188548	0.04828663
3300	-55.40556	-54.17014	-1.235417	1.881489	1.881489	1.881489	1.881489	1.881489	1.881489	0.03355669
3310	-57.17186	-55.57483	-1.597035	2.279867	2.279867	2.279867	2.279867	2.279867	2.279867	0.02064439
3320	-54.25576	-55.11264	0.8568766	0.8763082	0.8763082	0.8763082	0.8763082	0.8763082	0.8763082	0.02797283
3330	-54.42077	-55.65441	1.233634	0.8383824	0.8383824	0.8383824	0.8383824	0.8383824	0.8383824	0.01995659
3340	-54.64608	-54.98524	0.3391579	1.280324	1.280324	1.280324	1.280324	1.280324	1.280324	0.02436053
3350	-55.23022	-54.49148	-0.73874	1.542818	1.542818	1.542818	1.542818	1.542818	1.542818	0.04198068
3360	-56.47014	-57.16967	0.6995274	1.351773	1.351773	1.351773	1.351773	1.351773	1.351773	0.01475473
3370	-56.51277	-54.35521	-2.157559	2.084127	2.084127	2.084127	2.084127	2.084127	2.084127	0.05473021
3380	-54.72797	-56.14546	1.417492	0.5908777	0.5908777	0.5908777	0.5908777	0.5908777	0.5908777	0.01716702
3390	-55.04667	-54.28279	-0.7638828	1.638251	1.638251	1.638251	1.638251	1.638251	1.638251	0.03519916
3400	-55.51235	-54.22447	-1.287877	1.934563	1.934563	1.934563	1.934563	1.934563	1.934563	0.03156631
3410	-55.90434	-56.81845	0.91411	1.215468	1.215468	1.215468	1.215468	1.215468	1.215468	0.01551748
3420	-58.02414	-58.16141	0.137276	0.4491334	0.4491334	0.4491334	0.4491334	0.4491334	0.4491334	0.04501093
3430	-57.48723	-59.00865	1.521414	1.066537	1.066537	1.066537	1.066537	1.066537	1.066537	0.01100758
3440	-55.47749	-56.77172	1.294225	0.9971282	0.9971282	0.9971282	0.9971282	0.9971282	0.9971282	0.01540966
3450	-54.20059	-55.30166	1.101076	0.7625192	0.7625192	0.7625192	0.7625192	0.7625192	0.7625192	0.02413148
3460	-55.34375	-54.2569	-1.08685	1.723616	1.723616	1.723616	1.723616	1.723616	1.723616	0.0405421
3470	-54.79729	-54.54452	-0.25277	1.48841	1.48841	1.48841	1.48841	1.48841	1.48841	0.02892727
3480	-54.30585	-54.92413	0.6182781	1.047406	1.047406	1.047406	1.047406	1.047406	1.047406	0.02801886
3490	-54.39081	-54.94657	0.5557577	1.017832	1.017832	1.017832	1.017832	1.017832	1.017832	0.03125026
3500	-54.31468	-55.02679	0.7121127	1.04937	1.04937	1.04937	1.04937	1.04937	1.04937	0.02542871
3510	-56.9009	-57.16189	0.2609907	0.8457968	0.8457968	0.8457968	0.8457968	0.8457968	0.8457968	0.05240746
3520	-55.08315	-54.2698	-0.8133511	1.682778	1.682778	1.682778	1.682778	1.682778	1.682778	0.0336454
3530	-58.33392	-54.96172	-3.372202	2.455289	2.455289	2.455289	2.455289	2.455289	2.455289	0.08444245
3540	-56.62713	-54.86684	-1.760288	1.857684	1.857684	1.857684	1.857684	1.857684	1.857684	0.05968459
3550	-57.59071	-55.52149	-2.069217	1.901757	1.901757	1.901757	1.901757	1.901757	1.901757	0.07396884
3560	-54.53957	-55.86528	1.32571	0.5835727	0.5835727	0.5835727	0.5835727	0.5835727	0.5835727	0.01867043
3570	-57.66946	-57.09427	-0.5751877	1.228387	1.228387	1.228387	1.228387	1.228387	1.228387	0.06715012
3580	-55.34684	-55.07511	-0.2717257	1.607203	1.607203	1.607203	1.607203	1.607203	1.607203	0.02297976
3590	-55.33281	-56.15929	0.8264802	1.194767	1.194767	1.194767	1.194767	1.194767	1.194767	0.01760498
3600	-54.26645	-55.40737	1.140918	0.6492125	0.6492125	0.6492125	0.6492125	0.6492125	0.6492125	0.02354132
3610	-54.64084	-56.0683	1.427461	0.6352123	0.6352123	0.6352123	0.6352123	0.6352123	0.6352123	0.01757177
3620	-56.02329	-54.40718	-1.616116	1.871973	1.871973	1.871973	1.871973	1.871973	1.871973	0.05011438
3630	-62.02619	-58.32147	-3.704724	2.240333	2.240333	2.240333	2.240333	2.240333	2.240333	0.184643
3640	-62.34731	-57.10906	-5.238243	2.858668	2.858668	2.858668	2.858668	2.858668	2.858668	0.2401195
3650	-57.30405	-55.30338	-2.000672	2.440939	2.440939	2.440939	2.440939	2.440939	2.440939	0.02207236
3660	-54.39667	-54.81744	0.4207731	1.115297	1.115297	1.115297	1.115297	1.115297	1.115297	0.03046727
3670	-55.34019	-54.87561	-0.4645789	1.377559	1.377559	1.377559	1.377559	1.377559	1.377559	0.0448727
3680	-54.9601	-55.15479	0.1946865	1.091155	1.091155	1.091155	1.091155	1.091155	1.091155	0.03981167
3690	-55.92605	-54.01894	-1.907109	2.092502	2.092502	2.092502	2.092502	2.092502	2.092502	0.04185196
3700	-54.8442	-54.83675	-0.007450012	1.43539	1.43539	1.43539	1.43539	1.43539	1.43539	0.02525301
3710	-54.2664	-55.3502	1.083803	0.6751289	0.6751289	0.6751289	0.6751289	0.6751289	0.6751289	0.02507149
3720	-55.32397	-55.85137	0.5274036	1.313803	1.313803	1.313803	1.313803	1.313803	1.313803	0.01889982
3730	-55.73958	-54.30496	-1.434623	1.827185	1.827185	1.827185	1.827185	1.827185	1.827185	0.04600275
3740	-54.88346	-54.39051	-0.4929557	1.510008	1.510008	1.510008	1.510008	1.510008	1.510008	0.03516419
3750	-58.91725	-54.02793	-4.889324	3.605869	3.605869	3.605869	3.605869	3.605869	3.605869	0.04046621
3760	-57.21867	-54.86745	-2.351218	2.079079	2.079079	2.079079	2.079079	2.079079	2.079079	0.06714289
3770	-55.03751	-55.15829	0.1207762	1.11901	1.11901	1.11901	1.11901	1.11901	1.11901	0.04086162
3780	-54.9324	-55.67826	0.7458626	0.7303779	0.7303779	0.7303779	0.7303779	0.7303779	0.7303779	0.03491493
3790	-54.45373	-55.28634	0.8326074	1.05421	1.05421	1.05421	1.05421	1.05421	1.05421	0.02236623
3800	-54.7377	-55.3753	0.6375986	1.190581	1.190581	1.190581	1.190581	1.190581	1.190581	0.0214302
3810	-56.511	-53.92331	-2.587687	2.382059	2.382059	2.382059	2.382059	2.382059	2.382059	0.04487739
3820	-55.13409	-54.45829	-0.6757988	1.530262	1.530262	1.530262	1.530262	1.530262	1.530262	0.04047017
3830	-54.44422	-55.53975	1.095529	0.9301024	0.9301024	0.9301024	0.9301024	0.9301024	0.9301024	0.02064727
3840	-55.09884	-54.40582	-0.6930251	1.551163	1.551163	1.551163	1.551163	1.551163	1.551163	0.03940877
3850	-54.64705	-55.05216	0.405112	1.031517	1.031517	1.031517	1.031517	1.031517	1.031517	0.03556418
3860	-54.71575	-55.41916	0.7034137	0.8229449	0.8229449	0.8229449	0.8229449	0.8229449	0.8229449	0.0343933
3870	-55.67779	-55.68304	0.005248441	0.320642	0.320642	0.320642	0.320642	0.320642	0.320642	0.02306519
3880	-54.92046	-54.37277	-0.5476991	1.582807	1.582807	1.582807	1.582807	1.582807	1.582807	0.03188359
3890	-55.11164	-56.40529	1.293656	0.4850394	0.4850394	0.4850394	0.4850394	0.4850394	0.4850394	0.01595187
3900	-54.37478	-55.4484	1.073621	0.5821716	0.5821716	0.5821716	0.5821716	0.5821716	0.5821716	0.02398542
3910	-55.0105	-54.80692	-0.2035825	1.530323	1.530323	1.530323	1.530323	1.530323	1.530323	0.02523477
3920	-56.25663	-55.80886	-0.4477663	0.2675502	0.2675502	0.2675502	0.2675502	0.2675502	0.2675502	0.01956516
3930	-55.54441	-54.99373	-0.5506854	1.728917	1.728917	1.728917	1.728917	1.728917	1.728917	0.02344981
3940	-56.31079	-56.05584	-0.2549455	1.173258	1.173258	1.173258	1.173258	1.173258	1.173258	0.05400785
3950	-54.3196	-55.25564	0.9360404	0.9682004	0.9682004	0.9682004	0.9682004	0.9682004	0.9682004	0.02299478
3960	-56.15955	-54.50135	-1.658201	1.871111	1.871111	1.871111	1.871111	1.871111	1.871111	0.05236505
3970	-54.5437	-54.90969	0.3659969	1.244877	1.244877	1.244877	1.244877	1.244877	1.244877	0.02539155
3980	-56.34988	-56.32242	-0.0274569	1.056561	1.056561	1.056561	1.056561	1.056561	1.056561	0.0526568
3990	-54.37757	-55.06252	0.6849453	0.9349812	0.9349812	0.9349812	0.9349812	0.9349812	0.9349812	0.03093167
4000	-54.5148	-54.65758	0.1427859	1.26103	1.26103	1.26103	1.26103	1.26103	1.26103	0.03077371
4010	-56.17919	-54.2247	-1.954486	2.035286	2.035286	2.035286	2.035286	2.035286	2.035286	0.049573
4020	-54.22627	-55.37653	1.150257	0.6978011	0.6978011	0.6978011	0.6978011	0.6978011	0.6978011	0.0234637
4030	-54.87412	-54.57694	-0.297184	1.524837	1.524837	1.524837	1.524837	1.524837	1.524837	0.02803061
4040	-54.27897	-55.27374	0.9947679	0.7420205	0.7420205	0.7420205	0.7420205	0.7420205	0.7420205	0.02710349
4050	-54.30655	-55.14316	0.8366103	0.857904	0.857904	0.857904	0.857904	0.857904	0.857904	0.02911423
4060	-55.90834	-54.29049	-1.617857	1.89645	1.89645	1.89645	1.89645	1.89645	1.89645	0.04763865
4070	-55.73157	-54.06469	-1.666881	2.060964	2.060964	2.060964	2.060964	2.060964	2.060964	0.03520127
4080	-55.13608	-55.11055	-0.02552597	1.181679	1.181679	1.181679	1.181679	1.181679	1.181679	0.04227978
4090	-56.40127	-54.09723	-2.304041	2.199795	2.199795	2.199795	2.199795	2.199795	2.199795	0.04956976
4100	-54.95527	-54.3608	-0.5944723	1.546034	1.546034	1.546034	1.546034	1.546034	1.546034	0.03609659
4110	-55.16778	-55.21037	0.0425894	1.473534	1.473534	1.473534	1.473534	1.473534	1.473534	0.02220399
4120	-57.34015	-55.8121	-1.52805	1.676857	1.676857	1.676857	1.676857	1.676857	1.676857	0.06962854
4130	-56.72945	-53.87588	-2.853577	2.529589	2.529589	2.529589	2.529589	2.529589	2.529589	0.04311347
4140	-55.20968	-55.94031	0.7306322	0.5654061	0.5654061	0.5654061	0.5654061	0.5654061	0.5654061	0.03309311
4150	-54.8418	-55.58157	0.7397757	0.7611529	0.7611529	0.7611529	0.7611529	0.7611529	0.7611529	0.03465895
4160	-56.84529	-56.26416	-0.5811282	1.286349	1.286349	1.286349	1.286349	1.286349	1.286349	0.06043232
4170	-55.1187	-55.66726	0.5485675	0.4167532	0.4167532	0.4167532	0.4167532	0.4167532	0.4167532	0.02597364
4180	-54.64842	-54.5691	-0.07932561	1.330307	1.330307	1.330307	1.330307	1.330307	1.330307	0.03355602
4190	-54.92107	-54.36372	-0.5573464	1.581731	1.581731	1.581731	1.581731	1.581731	1.581731	0.03226581
4200	-54.80069	-55.73086	0.9301699	1.080598	1.080598	1.080598	1.080598	1.080598	1.080598	0.01942311
4210	-55.76793	-54.89169	-0.8762428	1.868312	1.868312	1.868312	1.868312	1.868312	1.868312	0.0241015
4220	-55.47416	-55.1142	-0.3599625	1.654681	1.654681	1.654681	1.654681	1.654681	1.654681	0.02269692
4230	-55.00934	-54.76854	-0.2407982	1.315627	1.315627	1.315627	1.315627	1.315627	1.315627	0.04059947
4240	-55.4771	-54.19931	-1.277794	1.805287	1.805287	1.805287	1.805287	1.805287	1.805287	0.04121229
4250	-54.6106	-54.84567	0.235073	1.140789	1.140789	1.140789	1.140789	1.140789	1.140789	0.03507778
4260	-54.77635	-55.5433	0.7669419	0.7530205	0.7530205	0.7530205	0.7530205	0.7530205	0.7530205	0.03387052
4270	-57.90797	-56.20378	-1.70419	2.385987	2.385987	2.385987	2.385987	2.385987	2.385987	0.01839797
4280	-54.68961	-55.55176	0.8621558	1.091451	1.091451	1.091451	1.091451	1.091451	1.091451	0.02041335
4290	-55.01073	-54.51099	-0.499742	1.614384	1.614384	1.614384	1.614384	1.614384	1.614384	0.02842989
4300	-55.69857	-56.24421	0.5456397	0.4866135	0.4866135	0.4866135	0.4866135	0.4866135	0.4866135	0.03385507
4310	-55.11631	-54.25081	-0.8655067	1.678208	1.678208	1.678208	1.678208	1.678208	1.678208	0.0357932
4320	-54.83839	-55.18376	0.3453705	1.027684	1.027684	1.027684	1.027684	1.027684	1.027684	0.03798147
4330	-54.37697	-55.49594	1.118972	0.5707027	0.5707027	0.5707027	0.5707027	0.5707027	0.5707027	0.02260323
4340	-54.91493	-55.72756	0.8126352	0.6157965	0.6157965	0.6157965	0.6157965	0.6157965	0.6157965	0.03211772
4350	-55.58081	-55.60042	0.01961738	1.103789	1.103789	1.103789	1.103789	1.103789	1.103789	0.04641759
4360	-55.71205	-55.46045	-0.2515935	1.645396	1.645396	1.645396	1.645396	1.645396	1.645396	0.02077134
4370	-55.54346	-54.13226	-1.411208	1.877225	1.877225	1.877225	1.877225	1.877225	1.877225	0.04037278
4380	-55.49895	-54.75697	-0.7419854	1.49575	1.49575	1.49575	1.49575	1.49575	1.49575	0.0464672
4390	-54.82654	-56.32906	1.502522	0.6897175	0.6897175	0.6897175	0.6897175	0.6897175	0.6897175	0.01650436
4400	-55.09727	-54.43406	-0.6632036	1.533155	1.533155	1.533155	1.533155	1.533155	1.533155	0.03972246
4410	-54.21532	-55.21464	0.9993227	0.876622	0.876622	0.876622	0.876622	0.876622	0.876622	0.02425056
4420	-55.71864	-54.35087	-1.36777	2.009036	2.009036	2.009036	2.009036	2.009036	2.009036	0.02915904
4430	-54.41612	-55.04056	0.6244437	1.121468	1.121468	1.121468	1.121468	1.121468	1.121468	0.02458747
4440	-54.87797	-54.55506	-0.3229112	1.532155	1.532155	1.532155	1.532155	1.532155	1.532155	0.02832422
4450	-54.28321	-54.96511	0.6818961	1.019729	1.019729	1.019729	1.019729	1.019729	1.019729	0.02746625
4460	-55.61065	-56.41889	0.808245	1.231715	1.231715	1.231715	1.231715	1.231715	1.231715	0.0167299
4470	-55.95225	-54.07648	-1.875777	2.051568	2.051568	2.051568	2.051568	2.051568	2.051568	0.04425677
4480	-56.10644	-55.81596	-0.290479	1.207906	1.207906	1.207906	1.207906	1.207906	1.207906	0.05249466
4490	-55.30245	-56.62963	1.327179	0.9574526	0.9574526	0.9574526	0.9574526	0.9574526	0.9574526	0.01578691
4500	-55.58741	-54.86602	-0.7213903	1.472711	1.472711	1.472711	1.472711	1.472711	1.472711	0.0477488
4510	-55.90942	-54.17613	-1.733294	2.14196	2.14196	2.14196	2.14196	2.14196	2.14196	0.0316645
4520	-58.13028	-54.34016	-3.790122	2.727274	2.727274	2.727274	2.727274	2.727274	2.727274	0.07346863
4530	-54.86905	-54.98186	0.1128127	1.151319	1.151319	1.151319	1.151319	1.151319	1.151319	0.03890165
4540	-54.28824	-55.08694	0.7987063	0.8982438	0.8982438	0.8982438	0.8982438	0.8982438	0.8982438	0.02890903
4550	-55.42662	-54.62357	-0.8030514	1.539132	1.539132	1.539132	1.539132	1.539132	1.539132	0.04511639
4560	-57.01629	-53.87303	-3.143253	2.699939	2.699939	2.699939	2.699939	2.699939	2.699939	0.04066316
4570	-55.56292	-54.23763	-1.325287	1.958061	1.958061	1.958061	1.958061	1.958061	1.958061	0.03116298
4580	-54.20204	-55.25912	1.057083	0.8273514	0.8273514	0.8273514	0.8273514	0.8273514	0.8273514	0.02405368
4590	-56.46652	-56.08723	-0.3792966	0.2633538	0.2633538	0.2633538	0.2633538	0.2633538	0.2633538	0.01720364
4600	-55.40985	-55.33575	-0.07409795	1.171033	1.171033	1.171033	1.171033	1.171033	1.171033	0.04525598
4610	-56.7451	-55.19282	-1.552278	1.74332	1.74332	1.74332	1.74332	1.74332	1.74332	0.06191148
4620	-54.72582	-55.59551	0.8696961	0.5738296	0.5738296	0.5738296	0.5738296	0.5738296	0.5738296	0.02911843
4630	-55.23509	-55.46725	0.2321618	1.414487	1.414487	1.414487	1.414487	1.414487	1.414487	0.02074106
4640	-55.01122	-54.33747	-0.6737523	1.575815	1.575815	1.575815	1.575815	1.575815	1.575815	0.03670376
4650	-55.83703	-56.09306	0.256025	0.3912864	0.3912864	0.3912864	0.3912864	0.3912864	0.3912864	0.0304321
4660	-56.24776	-56.29729	0.04953112	0.3642972	0.3642972	0.3642972	0.3642972	0.3642972	0.3642972	0.03152359
4670	-54.52456	-55.77008	1.245522	0.8633937	0.8633937	0.8633937	0.8633937	0.8633937	0.8633937	0.01923203
4680	-58.77924	-54.13728	-4.641962	3.14315	3.14315	3.14315	3.14315	3.14315	3.14315	0.07563831
4690	-56.6095	-53.88692	-2.722579	2.480316	2.480316	2.480316	2.480316	2.480316	2.480316	0.04187095
4700	-54.28351	-55.33866	1.055147	0.6818448	0.6818448	0.6818448	0.6818448	0.6818448	0.6818448	0.02581353
4710	-54.52908	-54.77313	0.2440473	1.163647	1.163647	1.163647	1.163647	1.163647	1.163647	0.03336795
