Iteration	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	simmap
0	{5,7.24794}	{14,6.61182:5,0.636112}	{27,8.64669:22,0.250619:14,1.26893}	{14,2.47019:5,1.66986}	{5,4.14005}	{6,3.1535:2,9.45705}	{3,11.4486}	{1,9.11958}	{9,1.96092:4,6.41514}	{1,5.284}	{28,2.36214:17,0.418634:6,2.50323}	{26,2.51567}	{14,1.93512:3,0.580548}	{5,4.42591}	{5,3.81171}	{11,3.20996}	{5,1.45881}	{5,1.45881}	{5,1.75115}	{25,0.545057:14,0.0489952:5,0.00769619}	{5,0.614207}	{5,1.03588}	{26,1.96001:16,0.791837:6,0.194282}	{20,0.467444:6,0.510403}	{6,0.654709:2,0.500931}	{6,1.93642}	{17,0.743517}	{17,2.17507:9,0.153962}	{18,1.16193}	{26,7.90422:31,12.4579:27,1.21914:21,13.5136:7,1.45944}	{5,6.02618}	{14,1.21175:5,10.3862}	{5,14.5162}	{5,27.4007}	{21,0}	(((((((((((Lundia_nitidula:{5,1.45881},Lundia_obliqua:{5,1.45881}):{5,1.75115},Lundia_virginalis:{11,3.20996}):{25,0.545057:14,0.0489952:5,0.00769619},Lundia_longa:{5,3.81171}):{5,0.614207},Lundia_damazioi:{5,4.42591}):{5,1.03588},(Lundia_gardneri:{14,1.93512:3,0.580548},Lundia_puberula:{26,2.51567}):{26,1.96001:16,0.791837:6,0.194282}):{20,0.467444:6,0.510403},(Lundia_corymbifera:{28,2.36214:17,0.418634:6,2.50323},Lundia_laevis:{1,5.284}):{6,0.654709:2,0.500931}):{6,1.93642},Lundia_spruceana:{9,1.96092:4,6.41514}):{17,0.743517},Lundia_erionema:{1,9.11958}):{17,2.17507:9,0.153962},Lundia_helicocalyx:{3,11.4486}):{18,1.16193},Lundia_densiflora:{6,3.1535:2,9.45705}):{26,7.90422:31,12.4579:27,1.21914:21,13.5136:7,1.45944},(((Adenocalymma_acutissimum:{5,4.14005},Perianthomega_vellozoi:{14,2.47019:5,1.66986}):{5,6.02618},Tanaecium_jaroba:{27,8.64669:22,0.250619:14,1.26893}):{14,1.21175:5,10.3862},(Cuspidaria_convoluta:{14,6.61182:5,0.636112},Fridericia_speciosa:{5,7.24794}):{5,14.5162}):{5,27.4007});
100	{5,3.22685:13,0.381775:2,3.63931}	{14,2.4086:22,3.74496:27,1.09437}	{27,1.25096:22,0.737721:27,2.15962:21,5.55998:7,0.457949}	{14,1.78157:5,2.35848}	{5,4.14005}	{6,1.26769:17,2.92681:6,0.366088:17,2.72995:26,0.145499:31,1.451:30,0.0420275:22,0.119704:27,1.23604:31,2.32574}	{3,0.613585:11,0.512736:3,2.02607:11,0.437088:18,0.220004:26,3.96832:31,1.20623:26,0.60674:18,0.906746:7,0.177274:1,0.773828}	{1,9.11958}	{9,2.59763:1,5.77844}	{1,4.55086:12,0.73314}	{28,0.461103:23,2.69463:12,0.345143:5,1.78313}	{26,0.0597673:17,1.71238:9,0.743519}	{14,0.497743:25,0.607257:15,0.322979:4,1.08769}	{5,4.42591}	{5,3.81171}	{11,0.707268:4,0.624541:15,1.01396:5,0.864186}	{5,1.45881}	{5,1.45881}	{5,1.75115}	{5,0.601748}	{5,0.614207}	{5,1.03588}	{9,2.00982:4,0.936313}	{15,0.483285:5,0.494562}	{12,1.15564}	{12,1.33266:1,0.603763}	{1,0.743517}	{1,2.32904}	{1,1.16193}	{31,2.49683:26,1.06997:18,1.13772:9,4.59325:17,0.603973:28,0.708787:31,1.93243:27,3.15475:16,5.427:27,0.913696:22,0.915389:30,1.64286:22,4.41335:30,0.194182:24,4.9417:13,0.993952:2,1.41454}	{5,0.418866:12,1.68495:21,0.0145495:14,1.42366:3,2.48416}	{7,2.50221:21,3.3273:27,5.76843}	{27,0.176324:31,1.86624:29,0.0154102:18,0.119085:26,1.67361:17,3.26826:9,0.202056:4,7.19526}	{31,2.76864:29,2.56978:23,0.821485:29,4.83329:18,0.87127:9,3.47264:4,2.9536:9,1.05602:4,8.05402}	{10,0}	(((((((((((Lundia_nitidula:{5,1.45881},Lundia_obliqua:{5,1.45881}):{5,1.75115},Lundia_virginalis:{11,0.707268:4,0.624541:15,1.01396:5,0.864186}):{5,0.601748},Lundia_longa:{5,3.81171}):{5,0.614207},Lundia_damazioi:{5,4.42591}):{5,1.03588},(Lundia_gardneri:{14,0.497743:25,0.607257:15,0.322979:4,1.08769},Lundia_puberula:{26,0.0597673:17,1.71238:9,0.743519}):{9,2.00982:4,0.936313}):{15,0.483285:5,0.494562},(Lundia_corymbifera:{28,0.461103:23,2.69463:12,0.345143:5,1.78313},Lundia_laevis:{1,4.55086:12,0.73314}):{12,1.15564}):{12,1.33266:1,0.603763},Lundia_spruceana:{9,2.59763:1,5.77844}):{1,0.743517},Lundia_erionema:{1,9.11958}):{1,2.32904},Lundia_helicocalyx:{3,0.613585:11,0.512736:3,2.02607:11,0.437088:18,0.220004:26,3.96832:31,1.20623:26,0.60674:18,0.906746:7,0.177274:1,0.773828}):{1,1.16193},Lundia_densiflora:{6,1.26769:17,2.92681:6,0.366088:17,2.72995:26,0.145499:31,1.451:30,0.0420275:22,0.119704:27,1.23604:31,2.32574}):{31,2.49683:26,1.06997:18,1.13772:9,4.59325:17,0.603973:28,0.708787:31,1.93243:27,3.15475:16,5.427:27,0.913696:22,0.915389:30,1.64286:22,4.41335:30,0.194182:24,4.9417:13,0.993952:2,1.41454},(((Adenocalymma_acutissimum:{5,4.14005},Perianthomega_vellozoi:{14,1.78157:5,2.35848}):{5,0.418866:12,1.68495:21,0.0145495:14,1.42366:3,2.48416},Tanaecium_jaroba:{27,1.25096:22,0.737721:27,2.15962:21,5.55998:7,0.457949}):{7,2.50221:21,3.3273:27,5.76843},(Cuspidaria_convoluta:{14,2.4086:22,3.74496:27,1.09437},Fridericia_speciosa:{5,3.22685:13,0.381775:2,3.63931}):{27,0.176324:31,1.86624:29,0.0154102:18,0.119085:26,1.67361:17,3.26826:9,0.202056:4,7.19526}):{31,2.76864:29,2.56978:23,0.821485:29,4.83329:18,0.87127:9,3.47264:4,2.9536:9,1.05602:4,8.05402});
200	{5,0.5537:14,1.16197:21,0.283894:14,0.0599213:3,0.297785:11,0.350906:18,0.153999:11,0.363419:3,0.755486:11,0.847577:3,0.612969:8,0.236815:22,0.395198:30,0.00262295:19,0.102136:11,0.557144:3,0.512394}	{14,0.604786:21,0.936439:7,0.320712:16,1.29206:26,0.158899:31,2.75743:30,0.162208:22,0.522896:30,0.492505}	{27,0.384625:21,2.09259:27,0.673571:21,0.120154:12,0.138398:21,1.85311:29,0.340464:31,0.00140402:29,0.341125:23,0.649332:29,0.170409:23,0.025035:12,0.729107:23,1.31007:9,0.57733:1,0.75951}	{14,0.494458:22,0.0797165:13,1.23747:5,1.76698:15,0.561431}	{5,2.16673:14,0.183612:22,0.910516:13,0.861213:2,0.0179763}	{6,0.889758:2,0.575369:13,2.63655:5,1.32374:15,0.246694:23,0.868516:29,0.17064:23,1.46432:9,1.31037:4,3.12459}	{3,1.29161:14,0.255483:22,0.144444:8,0.166343:16,0.194417:27,0.118896:31,0.0290672:29,1.14106:31,0.903468:29,0.64212:21,0.322345:27,0.197217:16,0.547822:7,1.65714:3,3.83719}	{1,2.05137:9,0.252363:18,0.43724:9,0.737355:17,0.170713:26,0.843434:31,1.21501:29,0.721055:21,0.655516:29,0.160343:25,0.0222348:29,1.19705:25,0.440457:14,0.0218331:3,0.193606}	{9,1.73974:1,2.02694:6,0.132012:1,0.7102:7,0.345856:16,0.0936128:8,3.31979:3,0.00790988}	{1,0.512983:12,0.635486:20,0.36529:27,0.0214837:31,1.36738:26,0.0816986:31,0.0424137:30,0.637315:31,0.120163:26,1.20654:17,0.293249}	{28,0.2971:31,0.625427:26,0.326956:18,0.311056:11,0.225526:4,0.106332:10,0.533938:24,0.416913:15,0.0521044:23,0.250212:9,0.598585:1,1.53985}	{26,0.325346:19,0.80561:11,0.213203:4,1.17151}	{14,0.118383:21,0.12325:14,1.93589:3,0.338142}	{5,4.42591}	{5,3.81171}	{11,0.0632288:25,0.58157:14,1.04543:5,1.51973}	{5,1.45881}	{5,1.45881}	{5,1.75115}	{5,0.601748}	{5,0.614207}	{5,1.03588}	{11,0.406833:19,1.74514:30,0.473424:24,0.320729}	{24,0.126013:30,0.220965:19,0.30897:8,0.321899}	{17,0.107716:10,0.25656:4,0.791364}	{19,0.780961:8,0.0670376:3,1.08842}	{3,0.743517}	{3,2.32904}	{3,0.387771:7,0.17827:3,0.595888}	{11,0.143965:3,0.969604:8,0.171736:19,0.578233:30,0.359679:24,0.166149:13,0.149146:2,2.53638:13,0.0747172:24,0.312408:15,3.29657:25,1.46598:11,0.088096:25,0.865464:14,0.203447:22,0.443669:14,0.02098:3,0.486422:7,0.312173:16,1.18196:6,1.06885:20,0.183859:13,0.87886:20,0.804608:13,0.0529045:2,0.76656:6,0.495335:20,0.530921:12,1.39049:23,2.01916:9,0.677302:4,0.0912028:10,1.18477:19,1.30565:30,0.599633:31,0.801756:27,0.233304:16,0.412446:7,1.3034:18,0.053631:7,0.771656:16,1.20939:7,0.185252:1,1.97308:6,0.0309402:20,0.532341:27,0.4541:21,0.444868:14,0.229116:3,2.04221}	{24,0.162229:30,1.22314:24,0.00842355:28,1.62908:23,0.375521:29,0.76851:31,0.736244:29,0.0201417:21,0.264515:12,0.783731:1,0.0546497}	{1,0.75214:7,0.163524:21,0.365742:29,0.360605:31,2.13647:27,0.0710906:22,0.0296529:30,0.268918:24,0.577013:30,0.296646:22,0.121856:13,0.339989:2,0.134036:13,0.127653:2,2.11127:13,3.11091:5,0.630427}	{30,0.498743:19,0.326424:26,0.0909541:31,0.46185:29,0.0504427:23,0.96116:9,0.943808:4,2.58794:10,0.15497:4,1.02614:9,0.793933:18,1.75768:7,0.493377:16,0.225839:6,3.39595:20,0.0587202:13,0.601719:5,0.0865866}	{5,1.42136:15,0.903895:4,0.407636:15,1.56596:24,1.6882:30,0.782306:24,0.129331:30,2.1974:22,2.49862:13,0.270436:24,1.00093:30,0.221932:31,0.116449:26,1.37476:18,1.18033:29,0.44862:23,0.993522:12,0.229528:5,0.780578:13,1.12158:20,0.584015:6,1.83821:16,0.454905:6,0.179385:17,0.290679:6,0.0693583:1,0.424814:7,0.105087:1,4.12092}	{7,0}	(((((((((((Lundia_nitidula:{5,1.45881},Lundia_obliqua:{5,1.45881}):{5,1.75115},Lundia_virginalis:{11,0.0632288:25,0.58157:14,1.04543:5,1.51973}):{5,0.601748},Lundia_longa:{5,3.81171}):{5,0.614207},Lundia_damazioi:{5,4.42591}):{5,1.03588},(Lundia_gardneri:{14,0.118383:21,0.12325:14,1.93589:3,0.338142},Lundia_puberula:{26,0.325346:19,0.80561:11,0.213203:4,1.17151}):{11,0.406833:19,1.74514:30,0.473424:24,0.320729}):{24,0.126013:30,0.220965:19,0.30897:8,0.321899},(Lundia_corymbifera:{28,0.2971:31,0.625427:26,0.326956:18,0.311056:11,0.225526:4,0.106332:10,0.533938:24,0.416913:15,0.0521044:23,0.250212:9,0.598585:1,1.53985},Lundia_laevis:{1,0.512983:12,0.635486:20,0.36529:27,0.0214837:31,1.36738:26,0.0816986:31,0.0424137:30,0.637315:31,0.120163:26,1.20654:17,0.293249}):{17,0.107716:10,0.25656:4,0.791364}):{19,0.780961:8,0.0670376:3,1.08842},Lundia_spruceana:{9,1.73974:1,2.02694:6,0.132012:1,0.7102:7,0.345856:16,0.0936128:8,3.31979:3,0.00790988}):{3,0.743517},Lundia_erionema:{1,2.05137:9,0.252363:18,0.43724:9,0.737355:17,0.170713:26,0.843434:31,1.21501:29,0.721055:21,0.655516:29,0.160343:25,0.0222348:29,1.19705:25,0.440457:14,0.0218331:3,0.193606}):{3,2.32904},Lundia_helicocalyx:{3,1.29161:14,0.255483:22,0.144444:8,0.166343:16,0.194417:27,0.118896:31,0.0290672:29,1.14106:31,0.903468:29,0.64212:21,0.322345:27,0.197217:16,0.547822:7,1.65714:3,3.83719}):{3,0.387771:7,0.17827:3,0.595888},Lundia_densiflora:{6,0.889758:2,0.575369:13,2.63655:5,1.32374:15,0.246694:23,0.868516:29,0.17064:23,1.46432:9,1.31037:4,3.12459}):{11,0.143965:3,0.969604:8,0.171736:19,0.578233:30,0.359679:24,0.166149:13,0.149146:2,2.53638:13,0.0747172:24,0.312408:15,3.29657:25,1.46598:11,0.088096:25,0.865464:14,0.203447:22,0.443669:14,0.02098:3,0.486422:7,0.312173:16,1.18196:6,1.06885:20,0.183859:13,0.87886:20,0.804608:13,0.0529045:2,0.76656:6,0.495335:20,0.530921:12,1.39049:23,2.01916:9,0.677302:4,0.0912028:10,1.18477:19,1.30565:30,0.599633:31,0.801756:27,0.233304:16,0.412446:7,1.3034:18,0.053631:7,0.771656:16,1.20939:7,0.185252:1,1.97308:6,0.0309402:20,0.532341:27,0.4541:21,0.444868:14,0.229116:3,2.04221},(((Adenocalymma_acutissimum:{5,2.16673:14,0.183612:22,0.910516:13,0.861213:2,0.0179763},Perianthomega_vellozoi:{14,0.494458:22,0.0797165:13,1.23747:5,1.76698:15,0.561431}):{24,0.162229:30,1.22314:24,0.00842355:28,1.62908:23,0.375521:29,0.76851:31,0.736244:29,0.0201417:21,0.264515:12,0.783731:1,0.0546497},Tanaecium_jaroba:{27,0.384625:21,2.09259:27,0.673571:21,0.120154:12,0.138398:21,1.85311:29,0.340464:31,0.00140402:29,0.341125:23,0.649332:29,0.170409:23,0.025035:12,0.729107:23,1.31007:9,0.57733:1,0.75951}):{1,0.75214:7,0.163524:21,0.365742:29,0.360605:31,2.13647:27,0.0710906:22,0.0296529:30,0.268918:24,0.577013:30,0.296646:22,0.121856:13,0.339989:2,0.134036:13,0.127653:2,2.11127:13,3.11091:5,0.630427},(Cuspidaria_convoluta:{14,0.604786:21,0.936439:7,0.320712:16,1.29206:26,0.158899:31,2.75743:30,0.162208:22,0.522896:30,0.492505},Fridericia_speciosa:{5,0.5537:14,1.16197:21,0.283894:14,0.0599213:3,0.297785:11,0.350906:18,0.153999:11,0.363419:3,0.755486:11,0.847577:3,0.612969:8,0.236815:22,0.395198:30,0.00262295:19,0.102136:11,0.557144:3,0.512394}):{30,0.498743:19,0.326424:26,0.0909541:31,0.46185:29,0.0504427:23,0.96116:9,0.943808:4,2.58794:10,0.15497:4,1.02614:9,0.793933:18,1.75768:7,0.493377:16,0.225839:6,3.39595:20,0.0587202:13,0.601719:5,0.0865866}):{5,1.42136:15,0.903895:4,0.407636:15,1.56596:24,1.6882:30,0.782306:24,0.129331:30,2.1974:22,2.49862:13,0.270436:24,1.00093:30,0.221932:31,0.116449:26,1.37476:18,1.18033:29,0.44862:23,0.993522:12,0.229528:5,0.780578:13,1.12158:20,0.584015:6,1.83821:16,0.454905:6,0.179385:17,0.290679:6,0.0693583:1,0.424814:7,0.105087:1,4.12092});
300	{5,7.24794}	{14,1.79997:5,5.44797}	{27,1.18203:16,2.28454:6,4.33343:2,2.36623}	{14,2.89335:22,0.446638:13,0.800057}	{5,4.14005}	{6,1.26964:2,11.3409}	{3,9.51888:14,1.92974}	{1,9.11958}	{9,2.41876:1,5.9573}	{1,5.284}	{28,0.792311:17,0.91415:9,1.11115:1,2.46639}	{26,1.27667:18,0.397315:9,0.841679}	{14,2.50881:5,0.00685355}	{5,4.42591}	{5,3.81171}	{11,2.41016:3,0.799801}	{5,1.45881}	{5,1.45881}	{5,1.75115}	{14,0.413842:5,0.187906}	{5,0.614207}	{5,1.03588}	{23,1.31332:12,1.63281}	{12,0.205033:1,0.772814}	{1,1.15564}	{1,1.93642}	{1,0.743517}	{1,2.32904}	{21,1.16193}	{27,0.0433975:31,1.85675:26,2.3666:18,4.04119:7,4.57299:21,4.60532:27,5.82928:20,3.30576:12,2.24959:5,7.6835}	{13,6.02618}	{13,1.51545:5,3.08128:12,3.53948:5,3.46173}	{5,14.5162}	{5,4.99461:13,20.4361:5,1.97007}	{5,0}	(((((((((((Lundia_nitidula:{5,1.45881},Lundia_obliqua:{5,1.45881}):{5,1.75115},Lundia_virginalis:{11,2.41016:3,0.799801}):{14,0.413842:5,0.187906},Lundia_longa:{5,3.81171}):{5,0.614207},Lundia_damazioi:{5,4.42591}):{5,1.03588},(Lundia_gardneri:{14,2.50881:5,0.00685355},Lundia_puberula:{26,1.27667:18,0.397315:9,0.841679}):{23,1.31332:12,1.63281}):{12,0.205033:1,0.772814},(Lundia_corymbifera:{28,0.792311:17,0.91415:9,1.11115:1,2.46639},Lundia_laevis:{1,5.284}):{1,1.15564}):{1,1.93642},Lundia_spruceana:{9,2.41876:1,5.9573}):{1,0.743517},Lundia_erionema:{1,9.11958}):{1,2.32904},Lundia_helicocalyx:{3,9.51888:14,1.92974}):{21,1.16193},Lundia_densiflora:{6,1.26964:2,11.3409}):{27,0.0433975:31,1.85675:26,2.3666:18,4.04119:7,4.57299:21,4.60532:27,5.82928:20,3.30576:12,2.24959:5,7.6835},(((Adenocalymma_acutissimum:{5,4.14005},Perianthomega_vellozoi:{14,2.89335:22,0.446638:13,0.800057}):{13,6.02618},Tanaecium_jaroba:{27,1.18203:16,2.28454:6,4.33343:2,2.36623}):{13,1.51545:5,3.08128:12,3.53948:5,3.46173},(Cuspidaria_convoluta:{14,1.79997:5,5.44797},Fridericia_speciosa:{5,7.24794}):{5,14.5162}):{5,4.99461:13,20.4361:5,1.97007});
400	{5,7.24794}	{14,6.3318:3,0.916138}	{27,2.85815:22,6.62764:13,0.680443}	{14,3.27554:5,0.864506}	{5,4.14005}	{6,2.20751:17,10.403}	{3,8.84892:7,2.5997}	{1,3.05734:6,3.77812:1,2.28413}	{9,3.19725:1,5.17881}	{1,5.284}	{28,0.0327184:23,0.281217:12,1.40267:1,3.5674}	{26,0.424668:18,0.93025:11,0.14336:4,0.515805:15,0.345636:5,0.155947}	{14,2.32199:5,0.19368}	{5,4.42591}	{5,3.81171}	{11,2.71202:4,0.497943}	{5,1.45881}	{5,1.45881}	{5,1.75115}	{15,0.0940054:5,0.507743}	{5,0.614207}	{5,1.03588}	{5,2.94613}	{5,0.977847}	{1,1.15564}	{12,1.8535:1,0.0829162}	{1,0.743517}	{1,2.32904}	{7,0.827807:3,0.334122}	{26,4.50667:19,6.1955:10,2.10822:17,2.95171:6,1.90385:2,14.9248:13,0.376192:2,3.58739}	{5,6.02618}	{13,9.60912:20,1.98882}	{14,1.16481:3,13.3514}	{27,0.0394153:31,9.5277:28,0.130271:31,0.790767:27,3.68404:16,4.17019:26,4.79462:31,3.54836:27,0.439996:21,0.275386}	{27,0}	(((((((((((Lundia_nitidula:{5,1.45881},Lundia_obliqua:{5,1.45881}):{5,1.75115},Lundia_virginalis:{11,2.71202:4,0.497943}):{15,0.0940054:5,0.507743},Lundia_longa:{5,3.81171}):{5,0.614207},Lundia_damazioi:{5,4.42591}):{5,1.03588},(Lundia_gardneri:{14,2.32199:5,0.19368},Lundia_puberula:{26,0.424668:18,0.93025:11,0.14336:4,0.515805:15,0.345636:5,0.155947}):{5,2.94613}):{5,0.977847},(Lundia_corymbifera:{28,0.0327184:23,0.281217:12,1.40267:1,3.5674},Lundia_laevis:{1,5.284}):{1,1.15564}):{12,1.8535:1,0.0829162},Lundia_spruceana:{9,3.19725:1,5.17881}):{1,0.743517},Lundia_erionema:{1,3.05734:6,3.77812:1,2.28413}):{1,2.32904},Lundia_helicocalyx:{3,8.84892:7,2.5997}):{7,0.827807:3,0.334122},Lundia_densiflora:{6,2.20751:17,10.403}):{26,4.50667:19,6.1955:10,2.10822:17,2.95171:6,1.90385:2,14.9248:13,0.376192:2,3.58739},(((Adenocalymma_acutissimum:{5,4.14005},Perianthomega_vellozoi:{14,3.27554:5,0.864506}):{5,6.02618},Tanaecium_jaroba:{27,2.85815:22,6.62764:13,0.680443}):{13,9.60912:20,1.98882},(Cuspidaria_convoluta:{14,6.3318:3,0.916138},Fridericia_speciosa:{5,7.24794}):{14,1.16481:3,13.3514}):{27,0.0394153:31,9.5277:28,0.130271:31,0.790767:27,3.68404:16,4.17019:26,4.79462:31,3.54836:27,0.439996:21,0.275386});
500	{5,7.24794}	{14,4.13177:5,3.11617}	{27,3.15707:16,0.293113:8,0.722146:19,0.133577:8,4.58263:22,1.2777}	{14,2.18583:5,1.95422}	{5,0.69117:15,0.031622:24,1.59738:15,1.2964:5,0.523484}	{6,0.65658:17,3.02906:28,3.19818:31,1.34241:26,0.0818487:16,4.30246}	{3,11.4486}	{1,9.11958}	{9,2.22369:18,6.15237}	{1,5.284}	{28,1.97903:17,0.896257:9,0.531969:17,0.585799:9,1.29095}	{26,2.51567}	{14,0.874946:3,1.64072}	{5,4.42591}	{5,3.81171}	{11,1.53446:4,1.6755}	{5,1.45881}	{5,1.45881}	{5,1.75115}	{15,0.601748}	{15,0.614207}	{15,1.03588}	{26,1.74142:17,0.362493:10,0.585572:4,0.256646}	{15,0.516241:4,0.461606}	{9,0.734:4,0.42164}	{4,1.93642}	{18,0.743517}	{18,0.53588:11,0.379089:3,1.41407}	{3,1.16193}	{16,1.21769:7,1.67276:18,2.99723:7,3.14101:18,4.1199:29,3.43756:25,3.31475:30,2.28997:24,3.07009:10,1.15095:4,2.75974:11,7.38271}	{5,0.293523:14,5.25156:5,0.481103}	{22,1.40481:8,0.643499:3,9.54963}	{5,1.69394:14,3.06743:22,1.46718:30,4.11729:22,0.808944:27,1.80007:21,1.56138}	{21,3.59166:27,1.62137:31,0.404191:30,1.68946:31,0.755205:29,2.58942:25,2.70668:11,2.1458:3,10.1426:8,0.508025:3,1.24636}	{11,0}	(((((((((((Lundia_nitidula:{5,1.45881},Lundia_obliqua:{5,1.45881}):{5,1.75115},Lundia_virginalis:{11,1.53446:4,1.6755}):{15,0.601748},Lundia_longa:{5,3.81171}):{15,0.614207},Lundia_damazioi:{5,4.42591}):{15,1.03588},(Lundia_gardneri:{14,0.874946:3,1.64072},Lundia_puberula:{26,2.51567}):{26,1.74142:17,0.362493:10,0.585572:4,0.256646}):{15,0.516241:4,0.461606},(Lundia_corymbifera:{28,1.97903:17,0.896257:9,0.531969:17,0.585799:9,1.29095},Lundia_laevis:{1,5.284}):{9,0.734:4,0.42164}):{4,1.93642},Lundia_spruceana:{9,2.22369:18,6.15237}):{18,0.743517},Lundia_erionema:{1,9.11958}):{18,0.53588:11,0.379089:3,1.41407},Lundia_helicocalyx:{3,11.4486}):{3,1.16193},Lundia_densiflora:{6,0.65658:17,3.02906:28,3.19818:31,1.34241:26,0.0818487:16,4.30246}):{16,1.21769:7,1.67276:18,2.99723:7,3.14101:18,4.1199:29,3.43756:25,3.31475:30,2.28997:24,3.07009:10,1.15095:4,2.75974:11,7.38271},(((Adenocalymma_acutissimum:{5,0.69117:15,0.031622:24,1.59738:15,1.2964:5,0.523484},Perianthomega_vellozoi:{14,2.18583:5,1.95422}):{5,0.293523:14,5.25156:5,0.481103},Tanaecium_jaroba:{27,3.15707:16,0.293113:8,0.722146:19,0.133577:8,4.58263:22,1.2777}):{22,1.40481:8,0.643499:3,9.54963},(Cuspidaria_convoluta:{14,4.13177:5,3.11617},Fridericia_speciosa:{5,7.24794}):{5,1.69394:14,3.06743:22,1.46718:30,4.11729:22,0.808944:27,1.80007:21,1.56138}):{21,3.59166:27,1.62137:31,0.404191:30,1.68946:31,0.755205:29,2.58942:25,2.70668:11,2.1458:3,10.1426:8,0.508025:3,1.24636});
600	{5,7.24794}	{14,5.70319:5,1.54474}	{27,0.37083:16,0.713059:27,0.28715:16,4.46999:8,4.09783:3,0.227375}	{14,1.38436:5,2.75569}	{5,4.14005}	{6,4.92045:16,0.694151:8,0.183166:22,1.20148:27,0.969922:16,4.64138}	{3,3.78984:7,0.622161:18,3.01995:9,0.0067612:1,4.0099}	{1,9.11958}	{9,6.06757:23,1.88659:9,0.121412:1,0.300491}	{1,5.284}	{28,2.07187:23,2.93419:12,0.277953}	{26,0.150673:19,0.0803602:30,0.0896761:19,0.812012:26,0.519722:19,0.863223}	{14,0.310364:3,0.53114:14,0.385529:5,1.28863}	{5,4.42591}	{5,3.81171}	{11,0.133885:4,0.153784:15,0.432365:5,2.48992}	{5,1.45881}	{5,1.45881}	{5,1.75115}	{5,0.601748}	{5,0.614207}	{5,1.03588}	{30,0.184685:25,0.6828:15,0.529985:5,1.54866}	{5,0.977847}	{12,1.15564}	{12,1.65218:1,0.284242}	{1,0.743517}	{1,2.32904}	{1,1.16193}	{16,3.22641:6,0.282274:20,0.00745073:27,2.22434:20,0.865249:13,10.775:20,0.840345:13,4.19152:24,0.775965:10,9.02965:4,4.33615}	{5,1.11939:14,4.90679}	{14,2.07133:21,0.414518:29,0.198341:18,1.19553:9,6.49422:1,1.224}	{5,11.2343:15,3.16874:5,0.113201}	{12,0.521856:23,0.0214699:29,1.69194:18,1.50679:9,4.70975:1,5.00418:6,0.714588:1,4.59989:6,0.423502:2,8.20678}	{10,0}	(((((((((((Lundia_nitidula:{5,1.45881},Lundia_obliqua:{5,1.45881}):{5,1.75115},Lundia_virginalis:{11,0.133885:4,0.153784:15,0.432365:5,2.48992}):{5,0.601748},Lundia_longa:{5,3.81171}):{5,0.614207},Lundia_damazioi:{5,4.42591}):{5,1.03588},(Lundia_gardneri:{14,0.310364:3,0.53114:14,0.385529:5,1.28863},Lundia_puberula:{26,0.150673:19,0.0803602:30,0.0896761:19,0.812012:26,0.519722:19,0.863223}):{30,0.184685:25,0.6828:15,0.529985:5,1.54866}):{5,0.977847},(Lundia_corymbifera:{28,2.07187:23,2.93419:12,0.277953},Lundia_laevis:{1,5.284}):{12,1.15564}):{12,1.65218:1,0.284242},Lundia_spruceana:{9,6.06757:23,1.88659:9,0.121412:1,0.300491}):{1,0.743517},Lundia_erionema:{1,9.11958}):{1,2.32904},Lundia_helicocalyx:{3,3.78984:7,0.622161:18,3.01995:9,0.0067612:1,4.0099}):{1,1.16193},Lundia_densiflora:{6,4.92045:16,0.694151:8,0.183166:22,1.20148:27,0.969922:16,4.64138}):{16,3.22641:6,0.282274:20,0.00745073:27,2.22434:20,0.865249:13,10.775:20,0.840345:13,4.19152:24,0.775965:10,9.02965:4,4.33615},(((Adenocalymma_acutissimum:{5,4.14005},Perianthomega_vellozoi:{14,1.38436:5,2.75569}):{5,1.11939:14,4.90679},Tanaecium_jaroba:{27,0.37083:16,0.713059:27,0.28715:16,4.46999:8,4.09783:3,0.227375}):{14,2.07133:21,0.414518:29,0.198341:18,1.19553:9,6.49422:1,1.224},(Cuspidaria_convoluta:{14,5.70319:5,1.54474},Fridericia_speciosa:{5,7.24794}):{5,11.2343:15,3.16874:5,0.113201}):{12,0.521856:23,0.0214699:29,1.69194:18,1.50679:9,4.70975:1,5.00418:6,0.714588:1,4.59989:6,0.423502:2,8.20678});
