Iteration	start_1	end_1	start_2	end_2	start_3	end_3	start_4	end_4	start_5	end_5	start_6	end_6	start_7	end_7	start_8	end_8	start_9	end_9	start_10	end_10	start_11	end_11	start_12	end_12	start_13	end_13	start_14	end_14	start_15	end_15	start_16	end_16	start_17	end_17	start_18	end_18	start_19	end_19	start_20	end_20	start_21	end_21	start_22	end_22	start_23	end_23	start_24	end_24	start_25	end_25	start_26	end_26	start_27	end_27	start_28	end_28	start_29	end_29	start_30	end_30	start_31	end_31	start_32	end_32	start_33	end_33	start_34	end_34	start_35	end_35
3070	5	5	3	14	31	27	14	14	5	5	1	6	3	3	1	1	1	9	1	1	1	28	29	26	5	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	9	29	1	23	1	1	1	1	1	1	1	1	7	7	7	7	5	14	31	31	3	14	5	31	21	21
3080	9	5	3	14	15	27	5	14	5	5	2	6	25	3	1	1	1	9	1	1	5	28	18	26	5	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	5	29	5	5	12	12	1	12	1	1	1	1	29	29	7	31	5	5	1	15	30	18	1	31	7	7
3090	5	5	5	14	5	27	5	14	5	5	30	6	1	3	1	1	1	9	1	1	1	28	26	26	3	14	5	5	5	5	15	11	5	5	5	5	5	5	5	15	5	5	5	5	16	26	1	27	1	1	1	1	1	1	1	1	1	1	13	31	5	5	5	5	5	5	5	5	13	13
3100	5	5	5	14	26	27	5	14	5	5	1	6	1	3	1	1	1	9	1	1	1	28	17	26	5	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	12	28	1	12	1	1	1	1	1	1	1	1	1	1	13	1	5	5	17	31	5	5	2	28	13	13
3110	5	5	5	14	20	27	5	14	5	5	1	6	3	3	1	1	1	9	1	1	1	28	1	26	14	14	5	5	5	5	3	11	5	5	5	5	5	5	5	14	5	5	5	5	12	21	1	12	1	1	1	1	1	1	1	1	7	7	1	7	5	5	12	20	5	5	1	12	1	1
3120	5	5	5	14	23	27	9	14	5	5	18	6	2	3	4	1	3	9	5	1	5	28	31	26	5	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	5	31	5	5	5	5	3	5	3	3	3	11	2	8	8	26	1	23	4	23	27	5	3	31	8	8
3130	3	5	3	14	23	27	5	14	5	5	26	6	1	3	1	1	1	9	1	1	1	28	23	26	5	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	12	5	1	12	9	23	1	9	1	1	1	1	1	1	1	1	1	1	5	26	5	5	9	23	5	3	23	23	23	23
3140	29	5	3	14	5	27	25	14	4	5	2	6	5	3	1	1	5	9	5	1	5	28	3	26	14	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	5	14	5	5	5	5	5	5	5	5	5	12	5	5	8	13	12	25	1	12	6	29	2	6	8	8
3150	5	5	22	14	18	27	14	14	5	5	2	6	1	3	1	1	3	9	3	1	3	28	19	26	5	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	4	30	4	15	3	3	11	11	11	11	18	18	18	18	5	26	5	14	4	29	1	22	25	9	25	25
3160	5	5	5	14	13	27	5	14	5	5	28	6	3	3	1	1	1	9	1	1	12	28	6	26	5	14	5	5	5	5	3	11	5	5	5	5	5	5	14	14	5	14	5	5	5	20	5	5	12	12	1	12	1	1	1	1	1	7	22	28	5	5	5	13	5	5	5	5	22	22
3170	5	5	5	14	25	27	5	14	5	5	1	6	3	3	1	1	1	9	1	1	1	28	26	26	5	14	5	5	5	5	4	11	5	5	5	5	5	5	5	15	5	5	5	5	21	31	12	21	1	1	1	12	1	1	1	1	7	7	3	7	5	5	5	25	11	5	3	25	3	3
3180	5	5	5	14	3	27	3	14	5	5	23	6	1	3	1	1	1	9	1	1	1	28	31	26	3	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	5	31	5	5	1	1	1	12	1	1	1	1	1	1	9	23	3	14	2	3	17	5	3	17	18	18
3190	5	5	14	14	2	27	3	14	5	5	1	6	5	3	1	1	1	9	1	1	1	28	18	26	5	14	5	5	5	5	3	11	5	5	5	5	5	5	5	14	5	5	5	5	7	29	1	21	1	1	1	1	1	1	1	1	12	12	5	12	14	14	5	22	5	14	5	5	5	5
3200	5	5	5	14	11	27	5	14	5	5	2	6	7	3	1	1	1	9	1	1	1	28	18	26	3	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	1	18	1	12	1	1	1	1	1	1	1	1	7	7	2	16	5	5	30	25	5	5	6	30	6	6
3210	5	5	5	14	5	27	5	14	5	5	2	6	14	3	1	1	9	9	1	1	1	28	16	26	5	14	5	5	5	5	11	11	5	5	5	5	5	5	5	25	5	5	5	5	12	27	1	12	1	1	1	1	1	9	1	1	21	21	1	27	5	5	5	5	5	5	17	5	17	17
3220	4	5	4	14	1	27	3	14	7	5	12	6	7	3	1	1	1	9	1	1	1	28	7	26	3	14	5	5	5	5	4	11	5	5	5	5	15	5	5	15	5	5	5	5	1	7	1	12	1	1	1	1	1	1	1	1	3	7	26	21	3	7	2	7	2	4	2	2	26	26
3230	5	5	5	14	1	27	18	14	4	5	3	6	1	3	1	1	20	9	1	1	1	28	4	26	25	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	15	5	5	25	15	15	1	1	4	23	25	28	23	29	23	23	3	29	1	18	4	1	11	5	3	11	3	3
3240	5	5	5	14	29	27	14	14	5	5	2	6	3	3	1	1	1	9	1	1	28	28	3	26	14	14	5	5	5	5	15	11	5	5	5	5	5	5	5	15	5	5	5	5	5	14	5	5	31	28	31	31	31	31	27	31	27	27	18	27	5	14	30	29	5	5	3	30	18	18
3250	5	5	5	14	1	27	14	14	5	5	2	6	3	3	1	1	4	9	1	1	1	28	26	26	5	14	5	5	5	5	3	11	5	5	5	5	5	5	5	14	5	5	5	5	27	31	27	27	1	1	22	27	30	30	31	31	31	31	23	31	14	14	15	21	5	5	5	15	23	23
3260	5	5	21	14	16	27	5	14	5	5	2	6	21	3	1	1	1	9	1	1	1	28	3	26	14	14	5	5	5	5	3	11	5	5	5	5	5	5	5	14	5	5	5	5	5	14	5	5	1	1	1	12	1	1	1	1	21	21	2	27	5	5	7	27	3	21	7	7	16	16
3270	5	5	11	14	13	27	28	14	5	5	20	6	3	3	5	1	27	9	12	1	5	28	26	26	5	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	5	31	5	5	12	12	5	12	27	27	3	27	3	3	6	27	4	28	23	24	3	25	2	29	6	6
3280	5	5	13	14	29	27	5	14	5	5	5	6	1	3	1	1	1	9	6	1	5	28	10	26	3	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	5	19	5	5	12	20	1	12	1	1	1	1	1	1	19	12	5	5	2	29	2	13	4	2	19	19
3290	5	5	10	14	4	27	5	14	5	5	2	6	3	3	1	1	1	9	1	1	15	28	18	26	3	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	1	18	5	12	9	23	1	23	1	1	1	1	7	7	3	16	4	5	1	4	1	24	2	1	8	8
3300	5	5	25	14	5	27	5	14	5	5	1	6	1	3	1	1	1	9	1	1	1	28	16	26	3	14	12	5	5	5	4	11	5	5	5	5	5	5	5	15	5	5	1	12	1	16	1	1	1	1	1	1	1	1	1	1	1	1	3	1	5	5	15	5	4	25	3	15	3	3
3310	5	5	14	14	29	27	22	14	5	5	1	6	3	3	1	1	1	9	1	1	9	28	18	26	5	14	5	5	5	5	3	11	5	5	5	5	5	5	5	14	5	5	5	5	5	29	5	5	9	9	23	23	23	23	18	23	29	18	2	29	5	22	2	29	2	14	2	2	2	2
3320	5	5	3	14	12	27	5	14	5	5	1	6	2	3	1	1	4	9	1	1	6	28	11	26	5	14	5	5	5	5	4	11	5	5	5	5	5	5	5	15	5	5	5	5	5	25	5	5	2	6	13	13	24	24	28	28	28	28	5	28	5	5	21	12	5	14	5	21	5	5
3330	5	5	7	14	7	27	5	14	5	5	2	6	2	3	9	1	1	9	1	1	10	28	7	26	5	14	5	5	5	5	3	11	5	5	5	5	5	5	5	14	5	5	5	5	12	21	1	12	6	17	1	6	1	1	9	9	17	17	1	17	5	5	1	21	5	21	29	12	29	29
3340	1	5	7	14	18	27	5	14	5	5	1	6	3	3	2	1	4	9	1	1	28	28	16	26	5	14	5	5	5	5	4	11	5	5	5	5	5	5	5	15	5	5	5	5	5	27	5	5	28	28	28	28	28	28	28	28	30	31	2	31	5	5	14	29	3	7	11	14	19	19
3350	5	5	14	14	22	27	5	14	13	5	2	6	3	3	1	1	17	9	1	1	12	28	3	26	14	14	5	5	5	5	3	11	5	5	5	5	5	5	14	14	5	14	5	5	5	14	5	5	5	12	5	5	28	28	28	28	31	31	16	31	5	13	5	22	14	14	5	14	27	27
3360	5	5	5	14	1	27	5	14	5	5	12	6	1	3	1	1	1	9	1	1	1	28	16	26	3	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	3	16	3	14	1	1	1	7	1	1	1	1	1	1	5	12	1	5	1	1	28	5	5	28	5	5
3370	5	5	5	14	22	27	14	14	5	5	1	6	1	3	1	1	1	9	1	1	1	28	7	26	3	14	5	5	5	5	1	11	5	5	5	5	5	5	12	12	12	12	1	12	1	7	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	14	5	22	5	5	14	5	22	22
3380	5	5	5	14	4	27	1	14	1	5	14	6	5	3	27	1	1	9	1	1	1	28	30	26	5	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	12	30	12	12	1	1	1	12	1	1	15	27	4	15	4	25	4	1	1	4	20	5	30	20	30	30
3390	5	5	5	14	4	27	14	14	5	5	2	6	3	3	3	1	4	9	1	1	1	28	21	26	5	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	5	21	5	5	1	1	9	12	9	9	7	18	3	7	2	8	25	14	20	25	5	5	2	20	2	2
3400	5	5	14	14	27	27	5	14	5	5	4	6	25	3	1	1	1	9	1	1	20	28	18	26	3	14	5	5	5	5	3	11	5	5	5	5	5	5	14	14	14	14	3	14	7	18	1	7	1	20	1	1	1	1	1	1	29	29	2	29	5	5	3	27	14	14	4	14	10	10
3410	5	5	30	14	31	27	5	14	5	5	3	6	3	3	17	1	1	9	1	1	1	28	8	26	3	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	5	8	5	5	1	1	1	12	1	1	17	17	17	26	5	26	5	5	31	31	2	30	5	31	5	5
3420	5	5	5	14	5	27	5	14	5	5	5	6	3	3	1	1	1	9	1	1	1	28	3	26	14	14	5	5	5	5	14	11	5	5	5	5	5	5	5	14	5	5	5	5	5	14	5	5	1	1	12	12	12	12	1	12	7	7	27	21	5	5	5	5	13	5	5	13	27	27
3430	5	5	11	14	17	27	14	14	5	5	17	6	3	3	1	1	1	9	1	1	1	28	3	26	14	14	5	5	5	5	4	11	5	5	5	5	5	5	5	15	5	5	5	5	5	14	5	5	12	1	1	12	1	1	1	1	3	7	10	26	3	14	26	26	5	25	2	31	10	10
3440	4	5	5	14	27	27	5	14	5	5	2	6	3	3	1	1	4	9	1	1	30	28	3	26	3	14	5	5	5	5	3	11	5	5	5	5	5	5	14	14	14	14	3	14	3	3	3	3	31	31	15	31	15	15	23	23	29	29	2	31	5	5	2	27	20	15	9	20	17	17
3450	5	5	29	14	10	27	5	14	5	5	1	6	1	3	1	1	1	9	1	1	1	28	6	26	3	14	12	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	1	12	1	16	1	1	1	1	1	1	1	1	1	1	1	1	3	1	5	5	18	24	4	29	12	18	21	21
3460	5	5	5	14	3	27	14	14	5	5	3	6	5	3	1	1	4	9	1	1	12	28	3	26	14	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	5	14	5	5	12	12	12	12	23	23	5	23	22	5	1	22	11	14	4	11	11	5	1	11	1	1
3470	5	5	5	14	3	27	14	14	5	5	2	6	3	3	4	1	9	9	1	1	1	28	1	26	14	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	21	21	1	21	1	1	1	1	9	9	9	9	26	18	1	26	3	14	3	3	13	5	20	22	20	20
3480	5	5	5	14	28	27	14	14	5	5	2	6	11	3	1	1	1	9	1	1	1	28	17	26	3	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	30	26	19	30	1	1	1	26	1	1	1	1	29	18	1	31	3	14	28	31	2	5	9	28	9	9
3490	5	5	24	14	5	27	5	14	5	5	1	6	3	3	1	1	1	9	1	1	9	28	16	26	5	14	5	5	5	5	15	11	5	5	5	5	5	5	15	15	5	15	5	5	20	27	20	20	1	9	12	20	12	12	12	12	1	21	1	1	5	5	5	5	8	24	22	22	27	27
3500	5	5	5	14	26	27	5	14	5	5	1	6	19	3	1	1	1	9	1	1	1	28	16	26	5	14	5	5	5	5	25	11	5	5	5	5	5	5	5	25	5	5	5	5	12	27	1	12	1	1	1	1	1	1	1	1	18	26	10	18	5	5	31	31	5	5	4	31	10	10
3510	5	5	5	14	28	27	3	14	5	5	2	6	3	3	1	1	1	9	1	1	1	28	17	26	3	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	6	26	1	20	1	1	1	1	1	1	1	1	21	7	2	27	3	14	29	31	2	5	5	31	13	13
3520	5	5	5	14	27	27	5	14	5	5	4	6	19	3	1	1	1	9	1	1	1	28	6	26	1	14	12	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	1	12	1	6	1	1	1	1	1	1	1	1	1	1	26	26	6	26	5	5	19	27	5	5	4	30	17	17
3530	4	5	6	14	13	27	5	14	5	5	1	6	3	3	1	1	1	9	1	1	1	28	18	26	5	14	5	5	5	5	25	11	5	5	5	5	4	5	15	25	5	15	5	5	21	29	12	21	1	1	1	12	1	1	1	1	7	7	8	7	5	5	1	13	12	17	4	12	19	19
3540	4	5	9	14	2	27	5	14	14	5	10	6	1	3	1	1	5	9	5	1	5	28	26	26	5	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	14	31	5	14	5	5	5	5	5	5	1	12	1	1	3	17	14	14	5	22	1	9	6	12	16	16
3550	5	5	14	14	1	27	3	14	5	5	23	6	3	3	1	1	1	9	1	1	1	28	31	26	5	14	5	5	5	5	4	11	5	5	15	5	5	15	5	15	5	5	5	5	20	31	1	20	1	1	1	1	1	1	7	1	3	7	1	29	21	14	3	21	24	14	1	30	1	1
3560	5	5	14	14	16	27	5	14	5	5	1	6	3	3	1	1	1	9	1	1	13	28	1	26	5	14	5	5	5	5	3	11	5	5	5	5	5	5	5	14	5	5	5	5	5	12	5	5	20	20	12	20	12	12	12	12	21	21	3	21	5	5	31	27	5	14	15	31	25	25
3570	5	5	5	14	21	27	5	14	5	5	2	6	3	3	1	1	1	9	1	1	1	28	26	26	5	14	5	5	5	5	4	11	5	5	5	5	5	5	5	15	5	5	5	5	28	31	24	28	1	1	28	28	28	28	28	28	31	31	2	31	5	5	31	21	5	5	8	31	8	8
3580	5	5	5	14	16	27	5	14	5	5	1	6	3	3	5	1	4	9	1	1	23	28	26	26	3	14	5	5	5	5	4	11	5	5	5	5	5	5	15	15	15	15	4	15	10	26	2	10	29	23	31	31	31	31	30	31	30	30	7	31	5	5	21	27	5	5	4	21	18	18
3590	5	5	25	14	23	27	5	14	5	5	1	6	5	3	1	1	1	9	1	1	9	28	1	26	1	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	12	1	1	12	1	9	1	1	1	1	1	1	12	12	19	12	5	5	4	23	4	25	5	4	30	30
3600	5	5	15	14	1	27	3	14	14	5	5	6	1	3	1	1	1	9	5	1	5	28	8	26	5	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	5	22	5	5	5	5	1	5	1	1	1	1	17	1	4	28	8	14	3	16	27	15	5	27	15	15
3610	22	5	3	14	1	27	30	14	5	5	6	6	4	3	9	1	4	9	1	1	1	28	29	26	3	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	29	29	25	29	1	1	4	29	4	4	4	9	4	4	1	17	24	30	3	28	8	22	1	8	1	1
3620	2	5	21	14	2	27	14	14	5	5	9	6	8	3	5	1	5	9	1	1	10	28	18	26	5	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	5	29	5	5	1	17	5	12	5	5	5	5	5	22	11	23	14	14	5	22	1	27	3	12	11	11
3630	12	5	3	14	31	27	5	14	5	5	28	6	1	3	1	1	1	9	1	1	1	28	26	26	5	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	5	31	5	5	1	1	1	12	1	1	1	1	1	1	17	28	5	5	1	31	9	21	2	9	17	17
3640	5	5	5	14	1	27	14	14	5	5	2	6	3	3	1	1	4	9	1	1	1	28	26	26	3	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	3	5	11	26	11	11	1	1	9	18	9	9	9	9	18	18	4	26	30	14	4	31	22	5	4	30	4	4
3650	3	5	3	14	3	27	21	14	5	5	5	6	5	3	5	1	5	9	5	1	5	28	18	26	5	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	5	29	5	5	5	5	5	5	5	5	5	5	5	5	14	5	14	21	3	14	3	3	3	3	14	14
3660	5	5	5	14	31	27	2	14	5	5	1	6	1	3	1	1	1	9	1	1	1	28	6	26	5	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	12	20	1	12	1	1	1	1	1	1	1	1	1	1	1	1	1	13	5	31	12	5	1	12	1	1
3670	5	5	14	14	1	27	7	14	3	5	4	6	1	3	10	1	5	9	15	1	5	28	4	26	15	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	5	15	5	5	15	15	5	15	5	5	2	24	2	6	10	10	12	7	1	12	2	14	3	6	19	19
3680	5	5	5	14	21	27	5	14	5	5	1	6	1	3	1	1	1	9	1	1	1	28	27	26	5	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	12	27	1	12	1	1	1	1	1	1	1	1	1	1	2	1	5	5	5	21	5	5	10	5	10	10
3690	5	5	18	14	5	27	5	14	5	5	4	6	3	3	1	1	9	9	1	1	15	28	26	26	5	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	13	31	5	13	5	23	5	5	23	23	23	23	29	29	5	29	5	5	5	5	30	29	4	30	15	15
3700	5	5	28	14	31	27	5	14	5	5	5	6	26	3	1	1	1	9	1	1	7	28	6	26	5	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	5	20	5	5	7	7	3	21	7	7	3	7	26	26	9	31	5	5	18	31	5	28	2	29	17	17
3710	7	5	5	14	5	27	14	14	5	5	2	6	2	3	3	1	2	9	1	1	1	28	31	26	3	14	5	5	5	5	2	11	5	5	5	5	5	5	5	13	5	5	23	5	5	31	1	23	1	1	16	1	8	16	2	8	2	2	12	2	5	14	5	5	5	21	4	5	23	23
3720	28	5	4	14	1	27	22	14	4	5	2	6	10	3	12	1	4	9	1	1	20	28	2	26	22	14	5	5	5	5	4	11	5	5	15	5	15	15	5	15	5	5	5	5	5	22	5	5	20	20	13	20	5	24	1	12	6	17	18	6	28	30	4	28	31	28	5	31	29	29
3730	12	5	1	14	3	27	29	14	5	5	1	6	1	3	1	1	1	9	1	1	1	28	23	26	5	14	5	5	5	5	1	11	5	5	5	5	5	5	12	12	12	12	1	12	1	23	1	1	1	1	1	1	1	1	1	1	1	1	4	1	7	29	21	7	3	12	5	21	15	15
3740	5	5	5	14	9	27	5	14	5	5	2	6	3	3	1	1	4	9	1	1	12	28	1	26	5	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	5	12	5	5	12	12	5	12	25	15	29	29	31	29	3	31	5	5	4	23	25	5	3	25	3	3
3750	5	5	12	14	5	27	25	14	5	5	1	6	8	3	1	1	9	9	1	1	1	28	3	26	14	14	5	5	5	5	14	11	5	5	5	5	5	5	5	14	5	5	5	5	5	14	5	5	1	1	1	12	1	9	1	1	16	16	3	16	5	25	5	5	31	12	1	31	7	7
3760	5	5	5	14	26	27	5	14	5	5	1	6	3	3	1	1	4	9	1	1	1	28	26	26	3	14	5	5	5	5	3	11	5	5	5	5	5	5	14	14	5	14	5	5	28	26	28	28	1	1	20	28	28	28	28	28	31	31	22	31	5	5	15	31	5	5	5	15	22	22
3770	5	5	5	14	1	27	5	14	5	5	1	6	3	3	1	1	4	9	1	1	14	28	31	26	3	14	5	5	5	5	14	11	5	5	5	5	5	5	5	14	5	5	5	5	27	31	20	27	5	21	27	20	31	31	29	31	21	29	23	21	1	5	12	1	5	5	5	12	23	23
3780	5	5	5	14	2	27	14	14	5	5	1	6	3	3	1	1	4	9	1	1	1	28	26	26	5	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	30	31	30	30	1	1	29	31	29	29	14	29	14	14	2	21	5	14	13	13	5	5	13	13	13	13
3790	5	5	5	14	1	27	5	14	5	5	2	6	3	3	1	1	4	9	1	1	1	28	18	26	5	14	5	5	5	5	4	11	5	5	5	5	5	5	5	15	5	5	5	5	29	29	29	29	1	1	29	29	29	29	29	29	29	29	20	31	5	5	21	12	2	5	4	27	28	28
3800	5	5	5	14	27	27	5	14	5	5	1	6	3	3	1	1	4	9	1	1	1	28	16	26	3	14	5	5	5	5	3	11	5	5	5	5	5	5	5	14	5	5	5	5	16	16	27	27	1	1	16	27	26	26	16	26	16	16	2	16	5	5	27	27	5	5	1	27	6	6
3810	5	5	5	14	31	27	5	14	5	5	2	6	3	3	1	1	1	9	1	1	6	28	26	26	5	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	20	31	1	20	1	6	1	1	1	1	1	1	7	7	1	16	5	5	31	31	5	5	11	31	18	18
3820	5	5	5	14	12	27	5	14	5	5	2	6	3	3	1	1	4	9	1	1	17	28	3	26	14	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	5	14	5	5	17	17	17	28	17	17	17	17	26	26	6	26	5	5	15	12	5	5	5	15	20	20
3830	5	5	14	14	19	27	5	14	5	5	2	6	3	3	1	1	1	9	1	1	4	28	26	26	3	14	5	5	5	5	4	11	5	5	5	5	5	5	5	15	5	5	5	5	4	26	5	15	4	9	15	15	23	23	23	23	29	29	2	31	5	5	11	30	3	14	2	11	2	2
3840	5	5	5	14	27	27	14	14	5	5	1	6	3	3	1	1	4	9	1	1	1	28	26	26	5	14	5	5	5	5	4	11	5	5	5	5	5	5	5	15	5	5	5	5	20	31	20	20	1	1	20	20	28	28	28	28	31	31	5	31	5	14	27	27	2	5	5	27	5	5
3850	5	5	5	14	5	27	5	14	5	5	5	6	3	3	1	1	4	9	1	1	1	28	21	26	3	14	5	5	5	5	4	11	5	5	5	5	5	5	4	15	15	15	5	15	23	21	23	23	1	1	1	23	1	9	1	1	3	7	16	14	5	5	5	5	5	5	3	5	16	16
3860	5	5	14	14	5	27	5	14	5	5	1	6	3	3	1	1	9	9	1	1	1	28	26	26	3	14	5	5	5	5	3	11	5	5	5	5	5	5	14	14	14	14	3	14	7	26	7	7	1	1	3	7	7	18	7	7	7	7	1	7	5	5	5	5	5	14	5	5	12	12
3870	6	5	3	14	2	27	5	14	5	5	3	6	6	3	9	1	1	9	1	1	1	28	19	26	3	14	5	5	5	5	4	11	5	5	5	5	5	5	15	15	15	15	15	15	4	19	15	15	1	1	1	23	1	1	1	9	16	6	2	16	13	5	13	13	2	16	2	13	2	2
3880	5	5	5	14	21	27	5	14	5	5	2	6	5	3	1	1	1	9	1	1	1	28	17	26	5	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	23	28	1	23	1	1	1	1	1	1	1	1	12	12	4	20	5	5	8	21	5	5	15	22	15	15
3890	5	5	22	14	5	27	5	14	5	5	4	6	3	3	1	1	1	9	1	1	1	28	17	26	5	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	5	28	5	5	1	1	12	12	12	12	12	12	14	21	10	25	5	5	1	5	24	22	4	28	10	10
3900	5	5	5	14	5	27	14	14	5	5	17	6	3	3	1	1	3	9	1	1	1	28	16	26	3	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	16	16	27	27	1	1	7	27	7	7	3	7	3	3	5	26	5	14	13	5	5	5	3	13	14	14
3910	5	5	15	14	20	27	5	14	5	5	1	6	1	3	1	1	4	9	1	1	1	28	26	26	5	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	31	31	28	31	1	1	28	28	28	28	28	28	24	28	17	28	5	5	5	20	4	15	3	15	26	26
3920	5	5	5	14	3	27	5	14	5	5	6	6	1	3	1	1	1	9	1	1	1	28	18	26	3	14	5	5	5	5	3	11	5	5	5	5	5	5	5	14	5	5	5	5	9	18	9	23	1	1	1	9	1	1	1	1	1	1	2	6	5	5	5	14	5	5	2	5	2	2
3930	5	5	14	14	16	27	5	14	5	5	10	6	1	3	1	1	1	9	1	1	1	28	26	26	5	14	5	5	5	5	3	11	5	5	5	5	5	5	5	14	5	5	5	5	12	31	1	12	1	1	1	1	1	1	1	1	1	1	23	17	5	5	26	27	5	14	1	31	23	23
3940	5	5	5	14	30	27	5	14	5	5	2	6	1	3	1	1	1	9	1	1	1	28	25	26	5	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	5	25	5	5	1	1	1	12	1	1	1	1	1	1	2	6	5	5	13	30	5	5	17	13	17	17
3950	5	5	5	14	22	27	12	14	5	5	4	6	1	3	1	1	1	9	1	1	20	28	4	26	5	14	5	5	5	5	4	11	5	5	5	5	5	5	5	15	5	5	5	5	5	15	5	5	20	20	12	20	12	12	1	12	1	1	8	9	5	12	10	22	5	5	5	24	22	22
3960	5	5	25	14	31	27	5	14	5	5	2	6	3	3	1	1	4	9	1	1	1	28	26	26	5	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	28	31	28	28	1	1	28	28	28	28	24	28	30	30	6	30	5	5	4	31	5	25	5	15	20	20
3970	5	5	5	14	3	27	14	14	5	5	3	6	1	3	1	1	1	9	1	1	1	28	31	26	5	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	18	31	1	29	1	1	1	1	1	1	1	1	1	1	13	7	14	14	5	14	5	5	5	5	13	13
3980	5	5	5	14	13	27	5	14	5	5	2	6	4	3	7	1	1	9	1	1	1	28	11	26	5	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	12	5	5	25	1	12	1	1	1	1	1	1	7	7	18	18	9	26	5	5	4	13	4	5	5	4	23	23
3990	2	5	3	14	22	27	5	14	5	5	4	6	3	3	1	1	1	9	1	1	1	28	16	26	5	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	5	27	5	5	1	1	1	12	1	1	9	1	25	18	4	25	5	5	1	22	3	8	2	7	10	10
4000	5	5	5	14	31	27	22	14	5	5	1	6	1	3	1	1	1	9	1	1	1	28	26	26	5	14	5	5	5	5	11	11	5	5	5	5	5	5	25	25	5	25	5	5	23	31	1	23	1	1	1	1	1	1	1	1	1	1	4	1	5	22	31	31	5	5	21	31	29	29
4010	5	5	25	14	3	27	15	14	5	5	4	6	3	3	2	1	1	9	5	1	5	28	4	26	15	14	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	5	15	5	5	5	5	13	5	2	20	2	2	8	8	11	19	10	15	3	19	3	25	2	3	19	19
